Weight,Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (cm-3),Num coags,silica,Number of Si atoms,Number of O atoms,Number of OH atoms,Number of primaries,Avg. primary diameter,Avg. Sintering Level
5573.61,53.4437,155.082,155.082,4.43549e-10,7.99259e-17,1.75837e-16,0.727332,1.68557e-06,924,1.58965e+06,10984.1,21271.4,1771.44,156,9.05232,0.0203123
12522.5,40.7114,97.8089,97.8089,1.93899e-10,3.53303e-17,7.77266e-17,0.727332,3.78703e-06,336,704002,9995.17,19445.6,1422.88,76,8.33722,0.0424867
30035.8,30.361,59.2203,59.2203,7.88886e-11,1.46538e-17,3.22383e-17,0.727332,9.08339e-06,701,291271,11276.6,22005.1,1455.21,28,9.46169,0.0563156
15263.1,38.0784,89.3885,89.3885,1.63837e-10,2.89092e-17,6.36003e-17,0.727332,4.61585e-06,747,578760,10525.5,20609.6,1408.92,59,8.77154,0.0284755
14838,38.4466,87.1617,87.1617,1.58514e-10,2.97558e-17,6.54628e-17,0.727332,4.4873e-06,1392,591205,8777.67,16853.6,1410.51,73,7.49677,0.0705644
6087.74,51.8078,149.456,149.456,4.13159e-10,7.28089e-17,1.6018e-16,0.727332,1.84105e-06,836,1.44737e+06,10208.4,19872.3,1526.77,153,8.67311,0.0210588
9204.08,45.0735,107.897,107.897,2.36388e-10,4.79472e-17,1.05484e-16,0.727332,2.78349e-06,234,958026,10503.2,20159.9,1812.15,98,8.76484,0.0678104
7729.99,47.5829,121.668,121.668,2.90832e-10,5.64094e-17,1.24101e-16,0.727332,2.3377e-06,1242,1.12907e+06,10057.3,19583.3,1293.74,121,8.35974,0.0531359
18808,35.657,77.4986,77.4986,1.27986e-10,2.37375e-17,5.22224e-17,0.727332,5.68789e-06,950,473276,9437.31,18010.6,1723.7,54,7.90157,0.0646159
33943.1,29.159,52.8772,52.8772,6.52287e-11,1.29812e-17,2.85587e-17,0.727332,1.0265e-05,867,263372,7423.42,13889.3,1292.74,38,6.09465,0.159499
4703.52,56.3409,158.046,158.046,4.68531e-10,9.36421e-17,2.06013e-16,0.727332,1.42243e-06,743,1.86739e+06,9835.8,19007.5,1468.57,205,8.24865,0.0520795
5503.87,53.2897,150.366,150.366,4.22858e-10,7.92371e-17,1.74322e-16,0.727332,1.66448e-06,1974,1.5944e+06,9477.67,18192.3,1345.15,181,7.97764,0.0415404
7020.11,49.3866,126.185,126.185,3.12944e-10,6.30703e-17,1.38755e-16,0.727332,2.12302e-06,472,1.26137e+06,11536.2,22245,1669.42,118,9.35108,0.0514636
10069.1,43.8072,103.471,103.471,2.18852e-10,4.40184e-17,9.68406e-17,0.727332,3.04509e-06,655,884010,8063.16,15358,1303.29,118,6.93212,0.0899373
13756.7,39.3856,93.3883,93.3883,1.77933e-10,3.19898e-17,7.03776e-17,0.727332,4.16029e-06,1305,642673,10685,20080.2,1812.32,65,8.9558,0.0335064
7980.08,47.309,126.155,126.155,3.0618e-10,5.54408e-17,1.2197e-16,0.727332,2.41333e-06,776,1.10578e+06,10384.2,20031.3,1571.3,115,8.69097,0.030225
6903.26,49.8132,118.746,118.746,2.86912e-10,6.47191e-17,1.42382e-16,0.727332,2.08768e-06,724,1.30028e+06,7720.71,14739,1245.43,181,6.5415,0.1153
7325.83,48.7972,127.389,127.389,3.15533e-10,6.08392e-17,1.33846e-16,0.727332,2.21547e-06,521,1.21516e+06,9364.23,17750.5,1698.29,140,8.04891,0.0551069
26091.8,31.7453,63.4479,63.4479,8.94573e-11,1.67509e-17,3.68519e-17,0.727332,7.89067e-06,53,333022,10580.6,20856.9,1294.53,34,8.98636,0.065427
28078.3,30.9621,61.0601,61.0601,8.34068e-11,1.55414e-17,3.41911e-17,0.727332,8.49142e-06,1458,309624,11184.5,21786.7,1399.77,30,8.81284,0.0578835
17016.4,37.0653,87.2226,87.2226,1.55804e-10,2.66625e-17,5.86575e-17,0.727332,5.1461e-06,1550,523653,10866.9,21247.1,2018.58,52,9.23921,0.0124316
5545.99,53.3997,142.329,142.329,3.89815e-10,7.97289e-17,1.75403e-16,0.727332,1.67722e-06,418,1.60457e+06,9931.97,18896.9,1524.61,174,8.23424,0.0617477
10212.5,43.5038,107.868,107.868,2.32142e-10,4.31103e-17,9.48427e-17,0.727332,3.08847e-06,1303,864462,10597,20256.6,1615.52,88,8.81399,0.0403807
8649.76,46.0513,116.978,116.978,2.6973e-10,5.11358e-17,1.12499e-16,0.727332,2.61586e-06,2544,1.01735e+06,10087.1,19572.7,1483.72,109,8.40537,0.0476328
12525.5,40.6764,96.2987,96.2987,1.89344e-10,3.52394e-17,7.75266e-17,0.727332,3.78795e-06,776,708370,9576.56,18150.6,1432.88,80,7.84777,0.0552746
17523.8,36.4465,77.7669,77.7669,1.30068e-10,2.53494e-17,5.57687e-17,0.727332,5.29953e-06,419,505561,11141.7,21328.5,1846.1,49,9.11847,0.0654527
9777.16,43.8214,107.563,107.563,2.32e-10,4.40612e-17,9.69347e-17,0.727332,2.9568e-06,502,894586,9501.51,18112.9,1261.68,101,7.91018,0.0576945
4976.53,55.3223,143.918,143.918,4.03433e-10,8.86541e-17,1.95039e-16,0.727332,1.505e-06,1056,1.77402e+06,7714.19,14813.2,1179.55,248,6.59096,0.0941491
4016.45,59.7096,175.961,175.961,5.66627e-10,1.11463e-16,2.45219e-16,0.727332,1.21465e-06,1243,2.20932e+06,10799.1,20991.5,1717.87,221,8.86446,0.0386649
16352.9,37.0822,82.5569,82.5569,1.43504e-10,2.66989e-17,5.87376e-17,0.728232,4.94543e-06,206,540363,9988.88,18969.4,1527.14,58,8.28763,0.0575672
2828.9,66.8183,189.377,189.377,6.69249e-10,1.56201e-16,3.43643e-16,0.727332,8.55514e-07,1407,3.11554e+06,9094.94,17551.1,1364.21,370,7.7177,0.0816619
8122.79,46.9345,120.47,120.47,2.84588e-10,5.41349e-17,1.19097e-16,0.727332,2.45649e-06,1021,1.08667e+06,10324,20269.1,1211.41,113,7.89525,0.045806
8281.01,46.6264,114.887,114.887,2.64164e-10,5.30754e-17,1.16766e-16,0.727332,2.50434e-06,142,1.07126e+06,10266.3,19498,1628.58,112,8.72748,0.0644627
17536.2,36.2466,83.36,83.36,1.43953e-10,2.49346e-17,5.4856e-17,0.728232,5.3033e-06,948,501362,11298.1,21365.5,1719.48,48,9.2742,0.0159532
7724.65,47.7513,120.003,120.003,2.85384e-10,5.70104e-17,1.25423e-16,0.727332,2.33608e-06,1405,1.14695e+06,6660.1,12896.9,880.627,185,5.75859,0.0915829
9101.5,45.2162,115.912,115.912,2.63625e-10,4.84039e-17,1.06489e-16,0.727332,2.75247e-06,449,975139,11794,22315,1907.94,89,9.34717,0.0253393
37583.4,27.8667,55.8412,55.8412,6.9203e-11,1.13307e-17,2.49275e-17,0.727332,1.1366e-05,1511,227333,8737.5,17467,669.857,28,6.49495,0.0346111
9858.46,44.0113,98.6038,98.6038,2.04067e-10,4.46368e-17,9.8201e-17,0.727332,2.98139e-06,410,899387,10782.8,20327.3,1715.6,90,8.90271,0.0966131
15677.5,37.5232,84.3954,84.3954,1.49203e-10,2.7663e-17,6.08585e-17,0.727332,4.74118e-06,2406,556304,11149.9,21337.3,1430.02,54,8.99086,0.0433708
8936.21,45.8673,109.914,109.914,2.45177e-10,5.05251e-17,1.11155e-16,0.727332,2.70248e-06,1693,1.00431e+06,10290,19926.5,1755.44,105,8.7371,0.0730984
16375.7,36.8599,83.3874,83.3874,1.45237e-10,2.62216e-17,5.76876e-17,0.727332,4.95233e-06,879,533097,9084.13,17061.6,1379.08,63,7.35205,0.0568604
7256.58,48.7488,123.194,123.194,2.99926e-10,6.06585e-17,1.33449e-16,0.727332,2.19453e-06,600,1.2169e+06,10323.3,19696.7,1638.68,127,8.67572,0.0623898
6537.63,50.6588,137.273,137.273,3.59628e-10,6.80713e-17,1.49757e-16,0.727332,1.97711e-06,472,1.33868e+06,10074.8,19821.5,1549.15,144,8.61196,0.0412734
5076.43,55.0328,160.468,160.468,4.73745e-10,8.72696e-17,1.91993e-16,0.727332,1.53521e-06,758,1.74829e+06,10410.9,19787.7,1761.13,181,8.56191,0.0292217
4495.02,57.4046,152.598,152.598,4.48692e-10,9.90465e-17,2.17902e-16,0.727332,1.35938e-06,480,1.97525e+06,11185.1,21509.9,1912.62,190,9.23696,0.0687346
32700.4,29.8398,60.3808,60.3808,8.05185e-11,1.39119e-17,3.06061e-17,0.727332,9.88924e-06,97,276872,10654.5,19881.4,2416.46,28,9.03654,0.0269797
5994.08,52.075,135.606,135.606,3.57999e-10,7.39412e-17,1.62671e-16,0.727332,1.81273e-06,1064,1.47534e+06,8760.18,16702.8,1476.54,182,7.32981,0.0746938
25235.9,32.4904,58.4401,58.4401,8.00007e-11,1.79583e-17,3.95082e-17,0.728232,7.63184e-06,1893,358963,6276.89,11727.2,1171.35,62,5.62378,0.216607
13845.4,39.5927,93.6651,93.6651,1.79194e-10,3.2497e-17,7.14934e-17,0.727332,4.18713e-06,1393,642750,10384.1,20017.1,1813.82,67,8.79586,0.0379585
8629.94,45.9187,115.773,115.773,2.6519e-10,5.06954e-17,1.1153e-16,0.727332,2.60986e-06,1170,1.01818e+06,11428.9,22004.4,1572.92,96,9.37219,0.0401646
11028.2,42.3318,104.289,104.289,2.1769e-10,3.97191e-17,8.73821e-17,0.727332,3.33516e-06,1429,795458,9346.84,17901.5,1363.85,92,7.841,0.0476494
12153.2,41.0358,103.646,103.646,2.12353e-10,3.61816e-17,7.95994e-17,0.727332,3.67536e-06,1804,727697,9845.19,18618.8,1466.45,80,8.13506,0.0221963
17441.3,36.575,82.4825,82.4825,1.42326e-10,2.56184e-17,5.63604e-17,0.727332,5.2746e-06,1843,509644,8079.51,15389.1,1535.62,68,6.81955,0.0665969
15884.7,37.6481,83.5186,83.5186,1.47128e-10,2.79402e-17,6.14685e-17,0.727332,4.80384e-06,802,557478,8738.54,16641,1466.07,69,7.49034,0.0778116
9064.72,45.2921,109.069,109.069,2.4083e-10,4.86481e-17,1.07026e-16,0.727332,2.74135e-06,821,969503,10475.2,20209.4,1595.52,100,8.87643,0.0664772
21250.2,34.1341,69.9757,69.9757,1.0744e-10,2.08239e-17,4.58127e-17,0.727332,6.42649e-06,2132,414943,10175.1,19840.3,1408.84,44,8.87155,0.0801307
16600.9,37.0707,83.9632,83.9632,1.47163e-10,2.66743e-17,5.86835e-17,0.727332,5.02043e-06,723,535193,11763.2,22619.3,1712.27,49,9.67473,0.0276475
3763.13,60.885,177.677,177.677,5.80568e-10,1.18176e-16,2.59987e-16,0.727332,1.13804e-06,1381,2.35759e+06,9343.48,18060.3,1433.5,272,7.60482,0.0546956
6227.13,51.1713,140.001,140.001,3.72273e-10,7.01583e-17,1.54348e-16,0.727332,1.8832e-06,564,1.4138e+06,10215.4,19620.9,1360.97,149,8.36726,0.0398662
24693.9,32.3903,66.1804,66.1804,9.62612e-11,1.77928e-17,3.91441e-17,0.727332,7.46793e-06,1240,357400,10639,21037.2,1150.81,36,9.12071,0.0567197
24814,32.5617,69.8513,69.8513,1.04656e-10,1.80768e-17,3.9769e-17,0.727332,7.50424e-06,853,356013,10670.7,20785.2,1950.67,36,8.90601,0.0221175
9625.92,44.4495,111.588,111.588,2.46893e-10,4.59834e-17,1.01164e-16,0.727332,2.91106e-06,810,921461,10482.1,19997.5,1592.89,95,8.4873,0.0412982
10776.8,43.0884,99.7442,99.7442,2.05429e-10,4.18871e-17,9.21517e-17,0.727332,3.25911e-06,573,820293,10691.5,21241.4,1684.16,83,9.09734,0.0709429
6692.83,50.1689,128.469,128.469,3.24015e-10,6.61154e-17,1.45454e-16,0.727332,2.02404e-06,1152,1.33551e+06,8812.89,16528,1503.08,163,7.52324,0.0746341
11114.4,42.0555,106.608,106.608,2.24258e-10,3.89463e-17,8.56819e-17,0.727332,3.36122e-06,1713,785486,9287.69,17838.4,1228.67,91,7.70232,0.0327187
17901.1,36.2047,76.8624,76.8624,1.27381e-10,2.48481e-17,5.46658e-17,0.727332,5.41363e-06,1215,494346,8231.08,16042,1102.4,65,7.08185,0.099251
11842,41.4405,91.9096,91.9096,1.78199e-10,3.72628e-17,8.19781e-17,0.728232,3.58124e-06,1644,751722,6121.36,11690.3,889.606,132,5.34268,0.132352
4020.77,59.418,180.949,180.949,5.89446e-10,1.09838e-16,2.41643e-16,0.727332,1.21596e-06,1800,2.20832e+06,9948.23,18911.2,1590.32,239,8.13463,0.0322183
10068.5,43.754,104.738,104.738,2.2275e-10,4.38584e-17,9.64884e-17,0.727332,3.04492e-06,933,879203,10075.9,19346.5,1515.82,94,8.01374,0.0641858
5427.93,53.7249,148.986,148.986,4.18751e-10,8.11942e-17,1.78627e-16,0.727332,1.64151e-06,296,1.62865e+06,10261.4,19665.1,1552.03,171,8.54958,0.0443732
18773.7,35.4683,80.0188,80.0188,1.33924e-10,2.33625e-17,5.13975e-17,0.728232,5.67753e-06,1104,473078,5027.06,9495.4,789.188,101,4.66032,0.102349
18078.1,36.0274,77.0707,77.0707,1.27585e-10,2.44848e-17,5.38667e-17,0.727332,5.46717e-06,760,491319,10561.2,20155,1755.3,50,8.93286,0.0661084
11173.5,42.1485,99.7235,99.7235,2.03113e-10,3.92054e-17,8.6252e-17,0.727332,3.37909e-06,3164,790958,4885.08,9397.82,648.379,174,4.39385,0.116524
12285.9,41.0765,95.0067,95.0067,1.86457e-10,3.62894e-17,7.98366e-17,0.727332,3.71548e-06,1969,724885,10038.2,19009.4,1791.69,78,8.5459,0.0655934
59210.4,24.1266,40.229,40.229,3.93737e-11,7.35337e-18,1.61774e-17,0.729669,1.79064e-05,714,149210,10019.4,18715.1,1658.38,16,8.85183,0.11207
10367.8,43.702,111.263,111.263,2.43741e-10,4.37022e-17,9.61448e-17,0.727332,3.13543e-06,2878,868474,10868.5,20877.3,2007.38,86,8.9638,0.0253567
11597.1,41.6767,100.19,100.19,2.03391e-10,3.79034e-17,8.33876e-17,0.727332,3.50718e-06,817,750634,10626.9,20894.2,1654.93,76,9.056,0.0421611
4684.62,56.2981,159.611,159.611,4.75323e-10,9.34287e-17,2.05543e-16,0.727332,1.41672e-06,2168,1.87524e+06,9584.79,18324.5,1434.8,211,7.94397,0.0498897
17003.2,36.7002,77.0346,77.0346,1.28681e-10,2.58824e-17,5.69413e-17,0.728232,5.1421e-06,696,518410,10133.1,19401.6,1682.09,55,8.64571,0.0893812
4091.04,59.0182,169.558,169.558,5.32867e-10,1.07636e-16,2.36799e-16,0.727332,1.23721e-06,995,2.16132e+06,9629.31,18248,1588.04,242,7.87604,0.0534625
5974.47,52.3741,140.826,140.826,3.79956e-10,7.52227e-17,1.6549e-16,0.727332,1.8068e-06,657,1.47735e+06,10526.9,20889.3,1525.32,152,8.81672,0.0485161
13692.8,39.4519,84.9105,84.9105,1.54393e-10,3.21516e-17,7.07335e-17,0.727332,4.14098e-06,696,646990,9046.52,17003.3,1600.27,77,7.36605,0.106743
8433.91,46.3216,108.454,108.454,2.41496e-10,5.20415e-17,1.14491e-16,0.727332,2.55058e-06,625,1.0466e+06,9256.62,17627.1,1368.88,122,7.49793,0.097077
7501.73,48.4991,125.727,125.727,3.08433e-10,5.9731e-17,1.31408e-16,0.727332,2.26867e-06,306,1.19234e+06,11192.4,21303.2,1947.29,115,9.15283,0.0427336
4606.9,56.831,168.76,168.76,5.19216e-10,9.61072e-17,2.11436e-16,0.728232,1.39322e-06,736,1.9231e+06,9150.47,17484.3,1429.94,227,7.7029,0.0376663
12343.6,40.788,99.2203,99.2203,1.98297e-10,3.553e-17,7.8166e-17,0.728232,3.73296e-06,1691,716319,10159.6,19210.7,1577.17,76,8.41605,0.0359837
68539,22.9628,38.0747,38.0747,3.53685e-11,6.33978e-18,1.39475e-17,0.728232,2.07275e-05,960,126664,10548.7,20720.8,1085.85,13,8.86838,0.0749467
38582,27.9876,54.9523,54.9523,6.77037e-11,1.14788e-17,2.52533e-17,0.728232,1.16679e-05,508,228074,7433.76,14350.1,1327.7,33,6.6274,0.0751258
6271.58,51.2905,144.658,144.658,3.91455e-10,7.06497e-17,1.55429e-16,0.727332,1.89665e-06,887,1.41564e+06,11207.5,21378.7,1857.65,136,9.06181,0.0206945
10153.2,43.3846,104.085,104.085,2.19736e-10,4.27569e-17,9.40651e-17,0.727332,3.07054e-06,1936,866896,10859.2,20577.2,1448.34,86,9.00839,0.0550159
13227.1,39.766,96.6139,96.6139,1.88133e-10,3.29258e-17,7.24367e-17,0.727332,4.00014e-06,2325,657041,10789.8,21073.5,1228.53,66,8.64085,0.022078
14141.6,39.1051,94.5822,94.5822,1.80709e-10,3.13111e-17,6.88845e-17,0.727332,4.2767e-06,498,627054,9928.5,18845.8,1753.49,68,8.29434,0.0276163
8658.3,46.1978,111.263,111.263,2.50603e-10,5.16253e-17,1.13576e-16,0.727332,2.61844e-06,638,1.02524e+06,10737.3,20807.2,1748.42,103,8.81807,0.0689219
11715,41.5381,93.3825,93.3825,1.82714e-10,3.75265e-17,8.25582e-17,0.728232,3.54283e-06,786,754817,10296,19586.6,1584.09,79,8.60921,0.0829438
11157.3,42.0743,104.347,104.347,2.17211e-10,3.89988e-17,8.57974e-17,0.727332,3.37417e-06,1986,789036,9544.6,18090.6,1362.62,89,8.11052,0.0413131
6028.65,52.0556,147.349,147.349,4.05418e-10,7.38586e-17,1.62489e-16,0.727332,1.82318e-06,884,1.4667e+06,10850.4,21066.1,1681.51,146,8.95443,0.0247759
8737.9,45.8505,112.628,112.628,2.5427e-10,5.04699e-17,1.11034e-16,0.727332,2.64251e-06,842,1.00958e+06,10896.1,21079.4,1501.4,100,9.0255,0.0564645
12877.1,40.4745,91.1275,91.1275,1.73866e-10,3.47171e-17,7.63776e-17,0.727332,3.89429e-06,566,688718,11620,22420.5,1986.33,64,9.58411,0.0613384
4180,58.6551,161.527,161.527,4.93938e-10,1.05662e-16,2.32455e-16,0.727332,1.26411e-06,954,2.11187e+06,10418.4,20252,1509.25,218,8.65939,0.0631597
4834.94,55.8541,162.08,162.08,4.84475e-10,9.12356e-17,2.00718e-16,0.727332,1.46218e-06,1414,1.83208e+06,9589.03,18387.1,1376.71,206,7.95586,0.039697
33162.5,29.4344,56.825,56.825,7.30108e-11,1.33525e-17,2.93755e-17,0.727332,1.0029e-05,664,267924,11081.3,21011,1950.42,26,9.31387,0.0532018
12063.6,41.3533,99.1587,99.1587,1.99481e-10,3.7028e-17,8.14617e-17,0.728232,3.64826e-06,1258,738412,11158,21530.6,1955.45,71,9.3575,0.0366803
3201.85,64.1493,188.589,188.589,6.51657e-10,1.38221e-16,3.04087e-16,0.727332,9.68302e-07,297,2.76806e+06,7805.17,15104.8,1094.58,382,6.39045,0.0702491
15906.3,37.5065,87.1608,87.1608,1.56562e-10,2.76261e-17,6.07774e-17,0.727332,4.81038e-06,1263,554978,11932.4,22798.1,1899.6,50,9.58845,0.014874
4580.11,57.0475,149.26,149.26,4.32696e-10,9.72094e-17,2.13861e-16,0.727332,1.38511e-06,502,1.94565e+06,7334.13,13904.4,1292.15,286,6.40291,0.0996293
10432.7,43.2047,100.455,100.455,2.0791e-10,4.22273e-17,9.29001e-17,0.727332,3.15505e-06,1842,851512,6178.4,11721.6,1001.84,148,5.51221,0.114688
6430,50.9165,124.608,124.608,3.11818e-10,6.91154e-17,1.52054e-16,0.727332,1.94456e-06,340,1.38218e+06,10270.8,19726,1622.41,145,8.58782,0.0875061
8721.01,45.9355,119.573,119.573,2.78402e-10,5.07509e-17,1.11652e-16,0.727332,2.6374e-06,908,1.02146e+06,8861.65,16954.5,1306.82,124,7.03835,0.0469958
24205.9,32.4533,63.7093,63.7093,9.10087e-11,1.78968e-17,3.93729e-17,0.727332,7.32032e-06,335,363613,10575.5,19826.2,1573.43,37,8.8792,0.0906791
3805.54,60.5677,180.351,180.351,5.92174e-10,1.16338e-16,2.55944e-16,0.727332,1.15087e-06,414,2.33174e+06,9194.93,17558.1,1502.78,273,7.71503,0.0478417
7281,48.9853,129.395,129.395,3.23636e-10,6.15456e-17,1.354e-16,0.727332,2.20192e-06,1239,1.21913e+06,9616.61,18603.3,1622.39,137,8.10981,0.0483213
1669.7,79.7633,261.262,261.262,1.18486e-09,2.65711e-16,5.84563e-16,0.727332,5.0495e-07,1301,5.32208e+06,10536,20226.2,1631.75,544,8.64187,0.052639
5452.37,53.817,150.328,150.328,4.24785e-10,8.16126e-17,1.79548e-16,0.727332,1.6489e-06,976,1.63296e+06,10733.3,20556.7,1711.79,164,8.98622,0.0385512
4880.23,55.9141,145.068,145.068,4.10457e-10,9.153e-17,2.01366e-16,0.727332,1.47588e-06,1079,1.83128e+06,10437.1,19979.2,1703.98,189,8.66008,0.0787618
3453.12,62.3539,185.147,185.147,6.24965e-10,1.26938e-16,2.79263e-16,0.727332,1.04429e-06,1651,2.53877e+06,9621.58,18542.4,1371.93,285,7.87864,0.0512795
3309.17,63.2971,173.826,173.826,5.72816e-10,1.32785e-16,2.92128e-16,0.727332,1.00076e-06,79,2.67922e+06,8766.29,16587.7,1366.88,329,7.16437,0.0875649
13392.2,39.7495,96.0141,96.0141,1.86345e-10,3.28848e-17,7.23465e-17,0.727332,4.05008e-06,155,660090,9914.51,18952.1,1386.24,72,8.01553,0.0342285
7858.96,47.4848,115.093,115.093,2.67302e-10,5.60613e-17,1.23335e-16,0.727332,2.3767e-06,2058,1.12599e+06,8968.78,17133.8,1427.73,135,7.36219,0.0870392
4779.9,56.1707,159.581,159.581,4.74652e-10,9.2796e-17,2.04151e-16,0.727332,1.44553e-06,1068,1.86889e+06,10351.9,19656.1,1684.6,194,8.36099,0.0436239
4280.16,58.1793,155.486,155.486,4.6459e-10,1.03111e-16,2.26844e-16,0.727332,1.2944e-06,538,2.06326e+06,10666.5,20388.7,1646.35,209,8.7195,0.0726135
7528.38,48.413,121.743,121.743,2.93628e-10,5.94135e-17,1.3071e-16,0.727332,2.27673e-06,339,1.1797e+06,11227.8,21822.4,1897.64,113,9.22312,0.0553833
3925.18,59.8277,169.542,169.542,5.36433e-10,1.12126e-16,2.46677e-16,0.727332,1.18705e-06,841,2.244e+06,10003.1,19302.6,1424.14,242,8.36288,0.0585475
5988.85,52.2408,138.884,138.884,3.7165e-10,7.46498e-17,1.6423e-16,0.727332,1.81114e-06,2756,1.48236e+06,11114.7,21381,1924.44,144,9.13669,0.0493163
11876.5,41.2829,104.619,104.619,2.15998e-10,3.68391e-17,8.10461e-17,0.727332,3.5917e-06,438,743670,10532.1,20057.7,1507.39,76,8.71995,0.015444
16154.4,37.4917,80.5808,80.5808,1.39144e-10,2.75934e-17,6.07055e-17,0.728232,4.88541e-06,1175,551618,9265.25,17795.6,1552.86,64,7.91319,0.0898165
6829.75,49.9699,122.736,122.736,3.0197e-10,6.53318e-17,1.4373e-16,0.727332,2.06545e-06,1773,1.31043e+06,8738.99,16542.7,1429.43,162,7.32527,0.0934875
4312.62,57.9486,160.558,160.558,4.8654e-10,1.01889e-16,2.24156e-16,0.727332,1.30422e-06,1989,2.04103e+06,10903.1,20940.8,1597.08,202,8.92064,0.0559294
15957.3,37.4609,91.3014,91.3014,1.67747e-10,2.75254e-17,6.05559e-17,0.728232,4.82579e-06,295,552020,10271.3,19482.3,1688.62,58,8.37606,0.00603472
12427.6,40.5891,92.5358,92.5358,1.78164e-10,3.50129e-17,7.70285e-17,0.727332,3.75835e-06,1074,710674,6272.62,11855,850.918,122,5.30317,0.111322
2877.69,66.3696,196.955,196.955,7.07431e-10,1.53076e-16,3.36766e-16,0.727332,8.70268e-07,157,3.06644e+06,8984.61,17314,1286.35,368,7.43495,0.0651626
4016.51,59.7137,176.205,176.205,5.67826e-10,1.11486e-16,2.45269e-16,0.727332,1.21467e-06,1843,2.21047e+06,10635.2,20719,1726.44,224,8.93465,0.0390507
12329,41.2329,95.0614,95.0614,1.86973e-10,3.67055e-17,8.07521e-17,0.727332,3.72852e-06,801,722272,11637.6,22597.2,2211,67,9.70515,0.052342
13445.4,39.6704,95.0049,95.0049,1.83232e-10,3.26887e-17,7.19152e-17,0.727332,4.06616e-06,743,656948,11205.1,21793.5,1423.33,63,9.05405,0.0247202
28730.9,30.9504,59.214,59.214,7.96379e-11,1.55238e-17,3.41525e-17,0.728232,8.68878e-06,351,313112,11216.1,20925.3,2112.6,30,9.40088,0.0826613
6479.78,50.6375,134.826,134.826,3.49982e-10,6.79856e-17,1.49568e-16,0.727332,1.95961e-06,1351,1.36269e+06,9995.59,19315.7,1358.53,147,8.14244,0.0502037
10380.3,43.4563,107.122,107.122,2.29613e-10,4.29692e-17,9.45323e-17,0.727332,3.1392e-06,1417,857464,9400.43,18161.9,1554.92,98,7.87372,0.0529696
9518.74,44.6976,106.869,106.869,2.32044e-10,4.67576e-17,1.02867e-16,0.727332,2.87865e-06,721,930719,11047.7,21114.2,1929.23,91,9.16274,0.0619329
2951.15,66.0072,212.681,212.681,7.91662e-10,1.50582e-16,3.3128e-16,0.727332,8.92484e-07,301,2.99113e+06,10684.8,20797.6,1641.45,302,8.85801,0.0280262
18552.5,35.5432,77.5305,77.5305,1.27861e-10,2.35109e-17,5.17239e-17,0.727332,5.61063e-06,206,477962,11123.8,20837.8,1852,46,9.05478,0.0434324
3177.47,64.258,192.81,192.81,6.74231e-10,1.38925e-16,3.05635e-16,0.727332,9.60928e-07,2647,2.79348e+06,10828.3,20718.5,1565.77,278,8.88526,0.0462625
9090.77,44.9702,108.025,108.025,2.36537e-10,4.76183e-17,1.0476e-16,0.727332,2.74922e-06,311,963955,10809.8,20584.4,1433.69,96,8.86776,0.0642278
38180.1,28.1747,54.1606,54.1606,6.64667e-11,1.17105e-17,2.57631e-17,0.728232,1.15464e-05,1300,233529,11373.7,22242.9,1768.55,22,9.58714,0.0284821
9047.96,45.5799,105.246,105.246,2.29005e-10,4.95816e-17,1.0908e-16,0.727332,2.73628e-06,1333,984664,8868.72,17076.5,1484.21,120,7.43003,0.103184
16851.6,36.6517,82.7701,82.7701,1.43221e-10,2.57799e-17,5.67158e-17,0.728232,5.09624e-06,523,520994,11698.7,22222.5,1623.94,48,9.36992,0.0269101
3766.97,60.5715,177.567,177.567,5.78533e-10,1.1636e-16,2.55992e-16,0.727332,1.1392e-06,708,2.35388e+06,10583.1,19928.2,1711.55,239,8.72033,0.0454097
11615.9,41.7433,96.3052,96.3052,1.91831e-10,3.80855e-17,8.37881e-17,0.727332,3.51288e-06,1181,766106,10667.2,20264.9,1860.16,77,8.91545,0.0657727
11800.5,41.2169,92.8259,92.8259,1.80381e-10,3.66627e-17,8.0658e-17,0.727332,3.56871e-06,1009,738146,10209.1,19616.6,1311.1,78,8.45621,0.0807216
5170.2,54.6809,152.142,152.142,4.35953e-10,8.56063e-17,1.88334e-16,0.727332,1.56357e-06,538,1.72387e+06,11086.5,21048.9,1832.31,167,9.12765,0.0413921
8103.32,47.0862,116.862,116.862,2.72336e-10,5.46611e-17,1.20254e-16,0.727332,2.4506e-06,741,1.09044e+06,5987.7,11619.5,911.245,196,5.32048,0.100992
3926.59,59.8841,164.222,164.222,5.11624e-10,1.12444e-16,2.47376e-16,0.727332,1.18748e-06,1235,2.24919e+06,10078.5,19295.6,1558.83,241,8.29411,0.0709041
3977.39,59.6541,160.581,160.581,4.93754e-10,1.11153e-16,2.44536e-16,0.727332,1.20284e-06,693,2.21619e+06,8853.06,17140.7,1332.46,270,7.31609,0.0848275
10125.9,43.821,112.571,112.571,2.48388e-10,4.40602e-17,9.69325e-17,0.727332,3.06228e-06,2752,876668,7369.54,14419.7,1085.95,128,6.01814,0.0554541
