Weight,Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (cm-3),Num coags,silica,Number of Si atoms,Number of O atoms,Number of OH atoms,Number of primaries,Avg. primary diameter,Avg. Sintering Level
6771.85,50.1093,138.366,138.366,3.61953e-10,6.58799e-17,1.44936e-16,0.727332,2.04794e-06,1010,1.31324e+06,9144.6,17620.6,1440.11,155,7.75642,0.0390457
12169.7,40.8965,97.0529,97.0529,1.9209e-10,3.58143e-17,7.87914e-17,0.727332,3.68034e-06,1002,718730,8970.05,17639,1041.83,86,7.41715,0.0607473
22513.5,33.4898,68.5029,68.5029,1.03079e-10,1.96669e-17,4.32672e-17,0.727332,6.80851e-06,364,394188,9896.86,19001.8,1418.23,43,8.42324,0.0789131
7259.58,48.743,121.901,121.901,2.952e-10,6.06369e-17,1.33401e-16,0.727332,2.19544e-06,2230,1.21202e+06,7769.2,14952.3,1227.22,168,6.75151,0.0874695
6296.11,50.9554,133.647,133.647,3.46484e-10,6.92739e-17,1.52403e-16,0.727332,1.90407e-06,1942,1.39746e+06,10990.9,20967.3,1524.34,137,9.04758,0.0514139
6913.07,49.3974,134.921,134.921,3.46037e-10,6.31118e-17,1.38846e-16,0.727332,2.09065e-06,1107,1.27199e+06,10627.8,20236.4,1532.98,129,8.655,0.0294481
5993.24,51.7648,134.663,134.663,3.53217e-10,7.2628e-17,1.59782e-16,0.727332,1.81247e-06,2156,1.46149e+06,9893.04,18985.5,1393.82,159,8.21434,0.0659081
43488.7,27.2279,51.2626,51.2626,6.0167e-11,1.05691e-17,2.32521e-17,0.727332,1.31518e-05,805,203919,11072.9,22335.8,1878.75,20,9.60229,0.029596
4031.68,59.3158,173.992,173.992,5.553e-10,1.09272e-16,2.40399e-16,0.727332,1.21926e-06,545,2.18932e+06,11090,21224,1693.27,213,8.92654,0.0379607
4005.43,59.319,179.371,179.371,5.81265e-10,1.0929e-16,2.40439e-16,0.727332,1.21132e-06,887,2.20744e+06,8189.28,15551.2,1211.27,290,6.80335,0.04606
6036.95,51.6348,147.362,147.362,4.03833e-10,7.20818e-17,1.5858e-16,0.727332,1.82569e-06,24,1.45513e+06,8285.72,15832.1,1140.09,189,7.13077,0.0401557
8498.64,46.3886,109.276,109.276,2.44423e-10,5.22678e-17,1.14989e-16,0.727332,2.57015e-06,822,1.04098e+06,10575.9,20405.7,1759.58,106,8.72194,0.0827776
2488.35,69.7137,210.627,210.627,8.01826e-10,1.774e-16,3.9028e-16,0.727332,7.52524e-07,835,3.54687e+06,10473,20289.7,1488.23,365,8.58899,0.0587039
4539.8,57.0291,159.935,159.935,4.7986e-10,9.71156e-17,2.13654e-16,0.727332,1.37292e-06,2188,1.93252e+06,10214.8,19961.1,1446.8,204,8.45349,0.0518633
16123.4,37.6865,81.0799,81.0799,1.40803e-10,2.80257e-17,6.16565e-17,0.727332,4.87603e-06,386,549289,10274.9,19980.9,1885.76,58,8.76967,0.0789448
7791.96,47.5427,109.274,109.274,2.4744e-10,5.62664e-17,1.23786e-16,0.727332,2.35644e-06,884,1.12946e+06,8171.42,15562.3,1289.93,149,7.09419,0.121214
12105.5,41.156,87.2475,87.2475,1.64246e-10,3.65006e-17,8.03013e-17,0.727332,3.66094e-06,1682,729872,8761.14,16753,1372.53,90,7.42248,0.129802
4745.11,56.1756,162.694,162.694,4.88629e-10,9.282e-17,2.04204e-16,0.727332,1.43501e-06,564,1.87216e+06,10656,20254.6,1615.06,189,8.77102,0.0346828
10585.1,43.0171,108.358,108.358,2.32413e-10,4.16795e-17,9.16949e-17,0.727332,3.20113e-06,2011,838033,10846.4,20634.7,1804.35,83,9.08071,0.0270954
4332.14,57.9842,160.4,160.4,4.85971e-10,1.02077e-16,2.2457e-16,0.727332,1.31012e-06,1769,2.03164e+06,8447.97,16360.5,1249.23,260,7.19934,0.071943
9492.99,44.539,116.381,116.381,2.63236e-10,4.62615e-17,1.01775e-16,0.727332,2.87087e-06,1777,925334,7806.11,15058.3,1104.23,128,6.51981,0.0478081
4247.16,58.4861,174.691,174.691,5.54732e-10,1.04751e-16,2.30452e-16,0.727332,1.28442e-06,1158,2.0883e+06,10982.7,21282.1,1657.24,205,8.87366,0.0290497
4786.89,56.3345,156.16,156.16,4.60141e-10,9.36101e-17,2.05942e-16,0.727332,1.44765e-06,598,1.86736e+06,10047.8,19245.8,1771.85,200,8.50442,0.0550987
6892.22,49.465,133.381,133.381,3.40362e-10,6.33715e-17,1.39417e-16,0.727332,2.08434e-06,835,1.27248e+06,9656.35,18554.4,1371.99,142,7.94734,0.0422659
5413.69,54.0962,144.143,144.143,3.99874e-10,8.28896e-17,1.82357e-16,0.727332,1.63721e-06,1331,1.66255e+06,9779.55,18454.4,1782.58,183,8.2612,0.0652715
5731.96,52.9683,135.361,135.361,3.6008e-10,7.78122e-17,1.71187e-16,0.727332,1.73346e-06,804,1.54809e+06,10487.2,20280.1,1735.42,159,8.73899,0.0738238
10628.7,43.1175,104.18,104.18,2.19357e-10,4.1972e-17,9.23385e-17,0.727332,3.21432e-06,1384,835847,11525.2,22275.1,1940.64,78,9.2295,0.0420571
29831.7,30.4693,59.4836,59.4836,7.95568e-11,1.48111e-17,3.25843e-17,0.728232,9.02169e-06,1170,296357,7993.7,15482.9,1085.28,40,6.72144,0.104865
23662,32.7973,65.8173,65.8173,9.6068e-11,1.84719e-17,4.06382e-17,0.727332,7.15584e-06,292,370289,10784.9,20848.4,1477.03,37,8.91377,0.0738097
8077.27,46.9293,116.073,116.073,2.69133e-10,5.41165e-17,1.19056e-16,0.727332,2.44272e-06,1001,1.0926e+06,10127.6,19450.8,1327.92,116,8.18646,0.0654584
7121.28,49.0313,121.552,121.552,2.94802e-10,6.1719e-17,1.35782e-16,0.727332,2.15361e-06,1237,1.23138e+06,11186.5,21588.1,1630.12,119,9.16134,0.0663809
16709.9,36.7441,77.9752,77.9752,1.31123e-10,2.59754e-17,5.7146e-17,0.728232,5.05339e-06,1230,527671,9137.97,17323.7,1257.16,62,7.3532,0.094762
5634.74,52.9969,149.939,149.939,4.19899e-10,7.79383e-17,1.71464e-16,0.727332,1.70405e-06,775,1.5698e+06,10895.1,20735.5,1680.81,155,8.70972,0.0294616
11805.5,41.5905,100.04,100.04,2.02726e-10,3.76687e-17,8.28711e-17,0.727332,3.57022e-06,1060,750896,9212.59,17762.4,1429.9,88,7.74548,0.0557743
4878.94,55.7216,148.28,148.28,4.23435e-10,9.05877e-17,1.99293e-16,0.727332,1.47549e-06,235,1.80413e+06,10756.8,20803.3,1662.93,181,8.78558,0.0650844
15943.9,37.4117,82.6999,82.6999,1.44514e-10,2.74171e-17,6.03177e-17,0.727332,4.82174e-06,918,556498,9818.3,18503.2,1400.85,61,8.1779,0.0673396
3074.97,65.0268,199.628,199.628,7.14544e-10,1.43971e-16,3.16736e-16,0.727332,9.29932e-07,855,2.87978e+06,11129.2,21296.6,1794.77,279,8.95984,0.0388127
7178.93,48.9037,137.747,137.747,3.55177e-10,6.12383e-17,1.34724e-16,0.727332,2.17105e-06,1444,1.21866e+06,10459.2,20527,1286.79,126,7.94775,0.0150751
14394.1,39.0493,82.5369,82.5369,1.47207e-10,3.11772e-17,6.85899e-17,0.728232,4.35305e-06,212,625484,11018.2,21013.1,1861.13,61,9.09862,0.0956993
50901.5,25.3266,43.8634,43.8634,4.59296e-11,8.5061e-18,1.87134e-17,0.727332,1.53936e-05,1629,172195,9262.5,17154.1,1705.75,20,8.3072,0.11137
9618.97,44.5827,107.835,107.835,2.34895e-10,4.63978e-17,1.02075e-16,0.727332,2.90896e-06,1472,921528,10949.8,21229.1,1674.44,91,9.1452,0.0559472
4821.28,55.9633,156.47,156.47,4.59988e-10,9.17718e-17,2.01898e-16,0.727332,1.45805e-06,1636,1.82638e+06,10327.5,20110.5,1464.75,191,8.53221,0.0487162
5382.4,53.7089,137.426,137.426,3.70916e-10,8.11221e-17,1.78469e-16,0.727332,1.62774e-06,1049,1.62498e+06,10182.3,19772,1334.13,172,8.39461,0.0786532
23461.8,33.1658,68.8285,68.8285,1.03311e-10,1.91016e-17,4.20235e-17,0.727332,7.09532e-06,547,381963,11105.9,21280.2,1866.86,37,9.26639,0.049134
5946.32,52.3261,142.213,142.213,3.85406e-10,7.50159e-17,1.65035e-16,0.727332,1.79828e-06,1360,1.50105e+06,8931.57,17209.9,1353.99,181,7.61487,0.0563681
56744.4,24.9534,40.6422,40.6422,4.06612e-11,8.13556e-18,1.78982e-17,0.727332,1.71606e-05,772,163901,10329.9,19088.8,2272.94,17,8.78707,0.150848
47078,26.2856,51.0301,51.0301,5.87149e-11,9.50943e-18,2.09208e-17,0.728232,1.42373e-05,1229,190467,8579,16003.9,1650.79,24,7.3202,0.0352199
21445.4,34.1563,71.8244,71.8244,1.11762e-10,2.08647e-17,4.59023e-17,0.727332,6.4855e-06,1753,410432,9884.69,19368.2,1583.76,45,8.38749,0.0651015
9752.6,44.4005,112.894,112.894,2.51101e-10,4.58314e-17,1.00829e-16,0.727332,2.94937e-06,1617,902976,10831.4,21463.6,1600.39,90,9.00937,0.0302549
6072.35,51.6892,130.798,130.798,3.37872e-10,7.23102e-17,1.59083e-16,0.727332,1.8364e-06,511,1.45248e+06,7346.72,14135.9,1021.6,213,6.4049,0.0972683
4756.99,56.2491,164.29,164.29,4.96165e-10,9.31848e-17,2.05007e-16,0.727332,1.43861e-06,88,1.85839e+06,10477.5,20301.6,1613.75,191,8.66054,0.0323
9539.94,44.7084,116.892,116.892,2.65474e-10,4.67914e-17,1.02941e-16,0.728232,2.88506e-06,774,934671,10611.2,20275.2,1781.16,95,8.73753,0.0222606
10032.1,43.8302,108.851,108.851,2.36204e-10,4.40879e-17,9.69933e-17,0.727332,3.03389e-06,946,888425,9857.49,18720.9,1525,97,8.11495,0.0484031
11937.2,41.1268,99.0283,99.0283,1.98542e-10,3.64229e-17,8.01303e-17,0.727332,3.61004e-06,1344,738306,10146.8,19400.3,1377.87,78,8.36746,0.0438561
7719.65,47.8787,120.422,120.422,2.87264e-10,5.74681e-17,1.2643e-16,0.727332,2.33457e-06,1163,1.13819e+06,10326.8,20197.8,1574.25,119,8.53438,0.0594871
20039.3,34.7806,73.6155,73.6155,1.17023e-10,2.20298e-17,4.84655e-17,0.727332,6.06028e-06,1401,444546,11387.4,21549.8,1791.98,42,9.34287,0.0520367
3490.61,62.5659,180.85,180.85,6.04359e-10,1.28237e-16,2.8212e-16,0.727332,1.05563e-06,924,2.55001e+06,11138.5,21417.7,1911.05,247,9.08683,0.0524652
27765.9,31.2458,59.8254,59.8254,8.12594e-11,1.59725e-17,3.51395e-17,0.727332,8.39694e-06,721,314618,11356.6,22263.2,1787.07,30,9.4431,0.082014
31217.6,30.3485,63.2864,63.2864,8.71334e-11,1.46357e-17,3.21985e-17,0.728232,9.44082e-06,1607,291769,10113.3,19183.2,2039.65,31,8.05233,0.0201664
9459.73,44.8382,104.254,104.254,2.23932e-10,4.72002e-17,1.0384e-16,0.727332,2.8608e-06,1120,935042,9015.99,17574.4,1415.29,112,7.58992,0.0941222
5745.78,52.7269,151.205,151.205,4.24147e-10,7.6753e-17,1.68857e-16,0.727332,1.73763e-06,1666,1.53453e+06,10091.4,19444.9,1508.87,164,8.22216,0.0284197
24321.4,32.5964,70.4752,70.4752,1.06118e-10,1.81346e-17,3.98961e-17,0.727332,7.35527e-06,297,366225,10345,19765.2,1507.29,38,8.0705,0.0243576
5596.01,53.4924,140.74,140.74,3.83639e-10,8.01448e-17,1.76319e-16,0.727332,1.69234e-06,540,1.59467e+06,10129.1,19404.9,1751.86,170,8.59737,0.0656563
7166.5,49.0526,123.129,123.129,3.00621e-10,6.17994e-17,1.35959e-16,0.727332,2.16729e-06,1478,1.23742e+06,10849.4,20715.1,1744.81,123,8.94492,0.0630508
16620.7,36.7976,74.8694,74.8694,1.23457e-10,2.6089e-17,5.73959e-17,0.727332,5.02641e-06,1350,528877,6129.87,11531.2,887.613,93,5.39523,0.158925
24762.4,32.4522,66.624,66.624,9.73236e-11,1.78949e-17,3.93688e-17,0.727332,7.48862e-06,459,360730,10762.2,20835.6,1358.22,36,8.44815,0.0532159
12569.5,40.9527,95.9935,95.9935,1.89084e-10,3.59623e-17,7.9117e-17,0.727332,3.80126e-06,1134,713595,9637.71,18591.6,1621.17,80,8.12649,0.0606466
8698.25,45.8964,111.097,111.097,2.49225e-10,5.06215e-17,1.11367e-16,0.727332,2.63052e-06,189,1.01508e+06,10732.8,20555.4,1608.84,102,8.78408,0.0655305
8239.76,46.971,115.829,115.829,2.68407e-10,5.42611e-17,1.19374e-16,0.727332,2.49186e-06,507,1.08177e+06,11207.3,21393.5,2020.09,104,9.23566,0.0579027
36440.3,28.8503,55.4297,55.4297,6.96368e-11,1.25733e-17,2.76612e-17,0.727332,1.10203e-05,2304,244571,10595,21127.8,1815.36,25,8.7093,0.0509191
7226.01,48.8109,123.639,123.639,3.01747e-10,6.08905e-17,1.33959e-16,0.727332,2.18529e-06,1409,1.22155e+06,10687.2,20676.5,1473.2,123,8.94565,0.0587949
12560,40.6917,98.0401,98.0401,1.9454e-10,3.5279e-17,7.76139e-17,0.727332,3.79838e-06,549,710111,11694.9,22351.2,1951.15,65,9.40746,0.0248684
17361,36.633,80.9994,80.9994,1.38615e-10,2.57405e-17,5.66292e-17,0.727332,5.25031e-06,1972,510723,10588.2,20575.2,1729.44,52,9.0897,0.0494923
4132.07,58.9499,171.706,171.706,5.42713e-10,1.07262e-16,2.35977e-16,0.727332,1.24962e-06,1740,2.15535e+06,9327.71,17654.8,1553.01,249,7.85501,0.0501865
52607.8,25.3386,47.035,47.035,5.10121e-11,8.51818e-18,1.874e-17,0.727332,1.59096e-05,545,171016,9631.63,18112.5,1988.37,19,8.03641,0.0330249
14703.5,38.3612,87.9297,87.9297,1.60435e-10,2.95579e-17,6.50274e-17,0.727332,4.44664e-06,896,595117,10863.5,20809.1,1519.93,59,8.96307,0.0421032
7620.82,47.9553,128.175,128.175,3.15699e-10,5.77444e-17,1.27038e-16,0.727332,2.30468e-06,736,1.16298e+06,10106.4,19144.1,1585.84,124,8.41693,0.0354155
9101.2,45.2395,108.663,108.663,2.39349e-10,4.84789e-17,1.06654e-16,0.727332,2.75238e-06,2046,967704,10435.4,20080.8,1650.27,100,8.735,0.067791
9899.93,43.7585,111.977,111.977,2.4625e-10,4.3872e-17,9.65183e-17,0.727332,2.99393e-06,338,884704,10698,20426.5,1526.73,89,8.80565,0.02617
12904.5,40.1471,90.3054,90.3054,1.70824e-10,3.38814e-17,7.45392e-17,0.727332,3.90258e-06,2181,683820,9215.86,17629.8,1195.8,80,7.66081,0.0837878
13891.7,39.1474,86.5742,86.5742,1.58338e-10,3.1413e-17,6.91086e-17,0.727332,4.20113e-06,1056,630094,10451.7,20199.2,1394.12,65,8.34118,0.0736832
30744.5,30.1167,61.2316,61.2316,8.26071e-11,1.43028e-17,3.14663e-17,0.727332,9.29774e-06,1539,286268,11858.2,23046.1,1600.77,26,9.25255,0.0111556
15970.7,37.3378,78.3739,78.3739,1.33193e-10,2.7255e-17,5.99609e-17,0.727332,4.82984e-06,1554,550667,9582.21,18048.7,1449.63,62,8.02442,0.101916
29682,30.7212,59.5497,59.5497,8.00182e-11,1.51815e-17,3.33994e-17,0.727332,8.97642e-06,826,301073,10843.4,20637.4,2109.87,30,9.22514,0.0718302
5734.76,52.8066,130.475,130.475,3.40241e-10,7.71016e-17,1.69623e-16,0.727332,1.7343e-06,1856,1.54053e+06,7547.53,14576.4,1130.96,220,6.37252,0.110058
4833.4,56.0329,153.235,153.235,4.46074e-10,9.21145e-17,2.02652e-16,0.727332,1.46171e-06,823,1.84237e+06,10282.4,19839.8,1544.45,193,8.53034,0.0581407
14018.6,39.2641,89.2718,89.2718,1.66042e-10,3.16947e-17,6.97283e-17,0.727332,4.2395e-06,1807,630062,9411.38,18380.9,1466.54,72,7.72089,0.0675534
96454.9,20.6496,32.7667,32.7667,2.67766e-11,4.61036e-18,1.01428e-17,0.729669,2.91698e-05,232,93015,10070.1,19127,1300,10,8.59538,0.0674204
13336.4,39.7498,83.7949,83.7949,1.5193e-10,3.28856e-17,7.23482e-17,0.727332,4.03319e-06,613,661509,7425.83,14175.8,1092.95,96,6.5741,0.138593
23599.2,32.8889,68.1323,68.1323,1.01322e-10,1.86272e-17,4.09799e-17,0.727332,7.13684e-06,931,373071,11219.8,21386.4,1669.42,36,9.01982,0.0466646
21601.9,33.9573,77.0808,77.0808,1.2389e-10,2.05021e-17,4.51046e-17,0.727332,6.53283e-06,935,408684,11048.5,21529.3,1438.47,40,8.86342,0
18449.6,35.8794,77.7107,77.7107,1.28912e-10,2.41843e-17,5.32054e-17,0.728232,5.57952e-06,473,480313,10386.5,19963.2,1755.76,50,8.76074,0.0580327
12755.4,40.264,99.6569,99.6569,1.98321e-10,3.41783e-17,7.51922e-17,0.727332,3.85747e-06,786,689790,8972.19,16877.7,1391.73,83,7.57371,0.0357604
3505.89,62.3532,185.289,185.289,6.25684e-10,1.26933e-16,2.79253e-16,0.727332,1.06025e-06,953,2.53666e+06,10505.9,20245.2,1645.42,260,8.5916,0.0456956
9002.16,45.5982,117.152,117.152,2.68997e-10,4.96411e-17,1.09211e-16,0.727332,2.72243e-06,1649,989978,10272.1,19568.8,1819.71,104,8.52367,0.0383334
16284,37.0426,84.944,84.944,1.49692e-10,2.66135e-17,5.85497e-17,0.727332,4.9246e-06,1300,533677,10692.4,20437.9,1517.5,54,8.90895,0.0318263
9966.05,43.9221,107.221,107.221,2.3116e-10,4.4366e-17,9.76051e-17,0.727332,3.01393e-06,768,887706,10065.1,19200,1705.17,95,8.4934,0.0550999
10022.4,43.6513,108.315,108.315,2.33983e-10,4.35503e-17,9.58106e-17,0.727332,3.03098e-06,1699,879823,11274.3,21161.9,1871.21,84,9.22111,0.0356361
16521.1,37.2895,79.6583,79.6583,1.36392e-10,2.71493e-17,5.97284e-17,0.727332,4.9963e-06,2026,532340,10679.1,21223.3,1573.69,54,9.0643,0.0757586
11115.4,42.2281,102.06,102.06,2.10492e-10,3.94279e-17,8.67414e-17,0.727332,3.36153e-06,884,789974,10110.6,19715.8,1329.25,84,8.43372,0.0489958
4321.13,58.1596,153.953,153.953,4.57659e-10,1.03006e-16,2.26614e-16,0.727332,1.30679e-06,300,2.05902e+06,9060.67,17404.7,1423.65,245,7.57541,0.086149
8231.84,46.9177,113.307,113.307,2.5954e-10,5.40767e-17,1.18969e-16,0.727332,2.48947e-06,275,1.07214e+06,11023.8,21397.9,1794.73,105,9.259,0.0691399
5676.26,52.83,143.152,143.152,3.911e-10,7.72044e-17,1.6985e-16,0.727332,1.71661e-06,1010,1.55286e+06,10072,19218.8,1526.28,166,8.37906,0.0516339
10481.9,43.0935,106.369,106.369,2.26246e-10,4.19021e-17,9.21846e-17,0.727332,3.16994e-06,1440,845000,8916.22,17025.3,1268.77,102,7.28967,0.0557767
5894.9,52.181,136.508,136.508,3.61946e-10,7.43938e-17,1.63666e-16,0.727332,1.78273e-06,290,1.5038e+06,10038.1,19085.9,1472.29,161,8.30608,0.0643451
8908.64,45.6277,112.751,112.751,2.54064e-10,4.97376e-17,1.09423e-16,0.728232,2.69415e-06,346,993764,7982.23,15286,1359.68,134,6.997,0.0770771
50451.9,25.4416,46.776,46.776,5.06941e-11,8.62252e-18,1.89695e-17,0.728232,1.52576e-05,707,173635,9887.89,18551.2,1580.21,19,8.37701,0.0421773
9232.24,45.2257,100.169,100.169,2.11809e-10,4.84345e-17,1.06556e-16,0.727332,2.79201e-06,1895,964260,7426.29,14563.5,992.521,140,5.96775,0.137212
7845.59,47.6914,122.106,122.106,2.92737e-10,5.67963e-17,1.24952e-16,0.727332,2.37266e-06,561,1.13023e+06,10220.7,19943.2,1549.24,119,8.33333,0.0511928
6347.75,51.1156,128.398,128.398,3.26785e-10,6.99292e-17,1.53844e-16,0.727332,1.91968e-06,718,1.39289e+06,10464.8,19977,1764.15,144,8.76244,0.0746395
5590.96,53.2114,137.524,137.524,3.6959e-10,7.88884e-17,1.73555e-16,0.727332,1.69081e-06,2531,1.57503e+06,10007.7,19398,1382.86,170,8.182,0.0734154
20585.6,34.3922,70.7324,70.7324,1.09599e-10,2.13001e-17,4.68601e-17,0.728232,6.22549e-06,954,426116,10683.3,20723.4,1459.19,43,8.95679,0.0750282
6415.5,50.7477,135.909,135.909,3.54592e-10,6.84302e-17,1.50546e-16,0.727332,1.94017e-06,2114,1.37357e+06,10597.4,20230,1553.89,140,8.82468,0.0440685
13304.6,39.7575,91.2679,91.2679,1.72718e-10,3.29046e-17,7.23902e-17,0.727332,4.02356e-06,1396,663048,11022.2,20860.6,1618.03,65,9.05156,0.0516417
15401.7,38.1725,88.6302,88.6302,1.61956e-10,2.91239e-17,6.40727e-17,0.727332,4.65777e-06,1813,580429,11798,22715.7,1964.25,53,9.65701,0.0223933
5506.48,53.6245,144.092,144.092,3.97918e-10,8.07401e-17,1.77628e-16,0.727332,1.66527e-06,735,1.61481e+06,11078.7,21311.6,1727,157,9.12735,0.0511424
7808.13,47.7817,115.945,115.945,2.71117e-10,5.71194e-17,1.25663e-16,0.727332,2.36133e-06,1027,1.148e+06,10729.1,20302,1884.63,115,8.88932,0.0741699
18618.3,35.6995,82.9115,82.9115,1.41711e-10,2.38223e-17,5.24091e-17,0.727332,5.63054e-06,1348,474425,10452,20215.6,1603.71,49,8.60152,0.0127388
23092.5,33.2311,64.0558,64.0558,9.28454e-11,1.92148e-17,4.22725e-17,0.727332,6.98363e-06,1071,386312,8865.7,17045.7,1178.7,47,7.40871,0.133579
4715.17,56.1727,159.511,159.511,4.74348e-10,9.28058e-17,2.04173e-16,0.727332,1.42596e-06,786,1.8686e+06,9433.39,17954,1322.81,214,7.81375,0.050185
20426.4,34.6429,72.2973,72.2973,1.13668e-10,2.17691e-17,4.78921e-17,0.727332,6.17734e-06,2385,433903,11154.3,21249.8,1975.71,42,9.31494,0.0617832
7943.6,47.3982,118.357,118.357,2.78496e-10,5.5755e-17,1.22661e-16,0.727332,2.4023e-06,721,1.12082e+06,8729.99,16627.8,1421.77,138,7.37118,0.0742921
14059.6,39.2455,87.6383,87.6383,1.61468e-10,3.16497e-17,6.96294e-17,0.727332,4.2519e-06,17,627369,10577.5,20710.2,1582.19,64,8.81479,0.0662273
16874.4,36.8179,77.406,77.406,1.2982e-10,2.61322e-17,5.74908e-17,0.727332,5.10313e-06,421,524853,11098.4,21169.4,1682.49,51,9.22636,0.0799393
9156.8,45.0423,108.827,108.827,2.39369e-10,4.78477e-17,1.05265e-16,0.727332,2.76919e-06,2010,957858,10031,19263.7,1509.13,103,7.86342,0.0672962
7428.87,48.6211,119.067,119.067,2.8461e-10,6.0183e-17,1.32403e-16,0.727332,2.24664e-06,645,1.21051e+06,8821.15,16763.5,1563.3,147,7.55085,0.0881725
33991.6,29.229,56.7146,56.7146,7.25437e-11,1.3075e-17,2.8765e-17,0.727332,1.02797e-05,454,263215,10535.6,19584.1,1911.11,27,8.71311,0.0549704
17987,36.1449,81.3812,81.3812,1.38663e-10,2.47253e-17,5.43957e-17,0.727332,5.43963e-06,602,494291,10250.8,19737.8,1553.08,52,8.12403,0.0383552
8355.02,46.7263,117.682,117.682,2.74155e-10,5.34176e-17,1.17519e-16,0.727332,2.52672e-06,781,1.06294e+06,9380.47,18359.3,1354.34,122,7.73306,0.0608339
15512.7,37.8315,83.5309,83.5309,1.47519e-10,2.83504e-17,6.23708e-17,0.727332,4.69136e-06,915,569403,9002.93,17250.9,1389.63,68,7.62959,0.0792012
6182.72,51.33,133.758,133.758,3.48191e-10,7.08131e-17,1.55789e-16,0.727332,1.86977e-06,1956,1.42904e+06,10966.9,20898.3,1641.34,140,8.96735,0.0559064
5933.01,52.2731,145.705,145.705,3.99487e-10,7.47882e-17,1.64534e-16,0.727332,1.79426e-06,561,1.4993e+06,10279.3,19568.6,1733.08,157,8.69411,0.0362322
24165.7,32.8193,71.264,71.264,1.08273e-10,1.85092e-17,4.07202e-17,0.728232,7.30818e-06,1803,367530,10415.5,20078.2,1864.5,38,8.85258,0.0214693
4164.51,58.8508,172.682,172.682,5.46886e-10,1.06723e-16,2.3479e-16,0.727332,1.25943e-06,1183,2.13438e+06,11346.2,21731.1,1783.51,203,9.26167,0.034711
5668.74,52.8969,141.033,141.033,3.82691e-10,7.74977e-17,1.70495e-16,0.727332,1.71434e-06,1367,1.55409e+06,9311.58,17792.4,1432.15,180,7.96276,0.0639091
12075.1,41.2449,93.6633,93.6633,1.8289e-10,3.67376e-17,8.08227e-17,0.727332,3.65174e-06,1810,726719,10449.3,20566.9,1563.07,75,8.995,0.0722106
26506.3,31.659,65.033,65.033,9.27041e-11,1.66146e-17,3.65522e-17,0.727332,8.01603e-06,1575,334138,9488.97,18039.5,1427.63,38,7.93792,0.0600896
11968.9,41.314,104.093,104.093,2.14453e-10,3.69225e-17,8.12294e-17,0.727332,3.61963e-06,616,742462,9885.05,18738.7,1565.59,81,8.26636,0.0246076
6727.92,50.1043,134.922,134.922,3.48507e-10,6.58604e-17,1.44893e-16,0.727332,2.03465e-06,1964,1.31772e+06,10840.1,20747.8,1754.15,131,8.89519,0.036612
4628.59,56.9728,153.414,153.414,4.5059e-10,9.68284e-17,2.13022e-16,0.727332,1.39977e-06,590,1.91422e+06,9116.78,17864.9,1375,227,7.13836,0.0746107
6028.64,52.0126,138.07,138.07,3.6758e-10,7.36759e-17,1.62087e-16,0.727332,1.82318e-06,558,1.47116e+06,9896.61,18998.3,1663.98,160,8.23529,0.0576281
11801.6,41.6066,103.445,103.445,2.13203e-10,3.77126e-17,8.29677e-17,0.727332,3.56903e-06,1309,761410,10526.6,19578.8,1871.36,78,8.72181,0.0274636
4343.4,58.122,170.541,170.541,5.33411e-10,1.02806e-16,2.26174e-16,0.727332,1.31353e-06,1582,2.04818e+06,10973.6,21338.1,1657.99,201,9.03473,0.0340624
4496.32,57.3285,163.903,163.903,4.99134e-10,9.86529e-17,2.17036e-16,0.727332,1.35977e-06,401,1.97204e+06,10105.3,19536.4,1537.72,210,8.48525,0.0464307
10035,43.7297,101.85,101.85,2.13541e-10,4.37854e-17,9.63278e-17,0.728232,3.03477e-06,907,883013,10934.3,20442.1,1927.41,87,9.01003,0.0718746
6181.83,51.3915,131.119,131.119,3.38139e-10,7.1068e-17,1.56349e-16,0.727332,1.8695e-06,372,1.4361e+06,9892.21,18904.6,1376.62,156,8.10042,0.0732177
82772.2,21.6603,36.905,36.905,3.27801e-11,5.321e-18,1.17062e-17,0.728232,2.50319e-05,417,108871,10547.3,19350.4,2070.27,11,8.99575,0
12351.3,41.1661,97.221,97.221,1.93224e-10,3.65275e-17,8.03604e-17,0.727332,3.73529e-06,1232,726563,11520.8,22149.2,1993.46,68,9.37461,0.0404392
9084.47,45.1194,117.756,117.756,2.69652e-10,4.80939e-17,1.05807e-16,0.727332,2.74732e-06,1019,972794,9789.93,18624.7,1334.46,107,7.94255,0.0336196
5011.06,55.3042,134.009,134.009,3.62434e-10,8.85675e-17,1.94848e-16,0.727332,1.51544e-06,607,1.76383e+06,8112.37,15712.2,1188.37,235,6.94559,0.123
5783.25,52.5888,139.019,139.019,3.73429e-10,7.61514e-17,1.67533e-16,0.727332,1.74897e-06,796,1.53376e+06,9934.6,18964.6,1497.92,166,8.18912,0.0619864
5314.31,54.3335,154.135,154.135,4.43135e-10,8.39851e-17,1.84767e-16,0.727332,1.60715e-06,1381,1.66769e+06,10432.3,20237.1,1560.94,173,8.6872,0.0363462
