Weight (cm-3),Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (-),Num coags (-),silica,Number of Si Atoms,Number of O Atoms,Number of OH Atoms,Number of Primaries,Avg. Primary Diameter,Avg. Sintering Level,Avg. Si:O Ratio
25255.9,17.464,25.2279,25.2279,1.66358e-11,2.78887e-18,6.13552e-18,1,0.0344828,5,61103,10183.8,19595.7,965.333,6,8.884,0.057014,0.495299
27126.7,17.0622,23.1824,23.1824,1.44845e-11,2.60076e-18,5.72168e-18,1,0.037037,5,56889,14222.2,27326,1468.5,4,10.7311,0.00392164,0.493922
19274.3,19.1173,26.6221,26.6221,1.8868e-11,3.65831e-18,8.04828e-18,1,0.0263158,5,80066,10008.2,19236.8,1006.75,8,9.39098,0.217049,0.494393
10931.7,23.0878,37.1068,37.1068,3.4121e-11,6.44387e-18,1.41765e-17,1,0.0149254,13,141169,11764.1,22641.7,1114.17,12,9.9404,0.0958723,0.495208
24414.1,17.6727,23.7042,23.7042,1.52419e-11,2.89008e-18,6.35818e-18,1,0.0333333,7,63210,10535,20228.3,1104.67,6,9.24052,0.207767,0.493836
104632,10.8862,11.9851,11.9851,4.30081e-12,6.755e-19,1.4861e-18,1,0.142857,2,14749,7374.5,14129,847,2,8.45242,0.348839,0.492421
19795.2,18.9314,29.1731,29.1731,2.15385e-11,3.55262e-18,7.81576e-18,1,0.027027,6,77959,11137,21479.1,946.857,7,9.30322,0,0.496611
48828.1,14.0107,15.3748,15.3748,7.08912e-12,1.44005e-18,3.16811e-18,1,0.0666667,3,31605,10535,20347.3,863,3,9.1411,0.575769,0.496692
52315.8,13.7079,15.9906,15.9906,7.43759e-12,1.34868e-18,2.96709e-18,1,0.0714286,4,29498,14749,28335,1531,2,10.8799,0,0.493839
14085,21.2229,30.289,30.289,2.41257e-11,5.00511e-18,1.10112e-17,1,0.0192308,8,109564,10956.4,21063.2,1090.6,10,9.54581,0.228344,0.494561
22194.6,18.2405,26.7279,26.7279,1.85402e-11,3.17769e-18,6.99092e-18,1,0.030303,6,69531,11588.5,22271.7,1177.67,6,9.67959,0.0299291,0.494193
36621.1,15.4433,20.6016,20.6016,1.15444e-11,1.92852e-18,4.24274e-18,1,0.05,4,42140,10535,20211.5,1155.5,4,9.50325,0.0515141,0.49305
19274.3,19.1114,29.4505,29.4505,2.195e-11,3.65491e-18,8.04081e-18,1,0.0263158,6,80066,11438,22015.4,1084,7,9.37599,0,0.495164
25255.9,17.4689,23.4883,23.4883,1.49472e-11,2.79123e-18,6.14071e-18,1,0.0344828,5,61103,10183.8,19573,1017.33,6,9.24441,0.202517,0.494593
19795.2,18.9396,28.2988,28.2988,2.0582e-11,3.55722e-18,7.82588e-18,1,0.027027,4,77959,9744.88,18767,899,8,8.85204,0.0950478,0.495519
26157.9,17.2616,23.4894,23.4894,1.48593e-11,2.69304e-18,5.92469e-18,1,0.0357143,6,58996,14749,28412.5,1374,4,10.7554,0,0.495157
33291.9,15.9361,20.7664,20.7664,1.18681e-11,2.11908e-18,4.66197e-18,1,0.0454545,6,46354,11588.5,22257,1203.5,4,9.99224,0.114291,0.493958
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
25255.9,17.4756,24.1504,24.1504,1.55866e-11,2.79443e-18,6.14775e-18,1,0.0344828,4,61103,10183.8,19541,1089,6,9.28859,0.145049,0.493642
61035.2,13.0226,15.1912,15.1912,6.71256e-12,1.15636e-18,2.54399e-18,1,0.0833333,4,25284,12642,24287,1326,2,10.204,0,0.493577
40690.1,14.8983,19.018,19.018,1.00569e-11,1.73146e-18,3.80922e-18,1,0.0555556,5,37926,12642,24346.7,1190,3,10.102,0,0.495053
73242.2,12.2582,14.0595,14.0595,5.79854e-12,9.64459e-19,2.12181e-18,1,0.1,3,21070,10535,20215,1160,2,9.68595,0.0989698,0.492865
15922.2,20.3679,30.8678,30.8678,2.43154e-11,4.42424e-18,9.73333e-18,1,0.0217391,12,96922,9692.2,18645.8,926.4,10,8.83676,0.134064,0.495202
122070,10.3402,10.7572,10.7572,3.56419e-12,5.78875e-19,1.27352e-18,1,0.166667,2,12642,6321,12116,716,2,8.10205,0.7209,0.492597
56340.1,13.3707,15.5973,15.5973,7.0762e-12,1.25158e-18,2.75348e-18,1,0.0769231,5,27391,13695.5,26343,1362,2,10.549,0,0.494333
45776.4,14.3307,17.3883,17.3883,8.62325e-12,1.54099e-18,3.39018e-18,1,0.0625,7,33712,11237.3,21580,1165.33,3,9.31941,0.178811,0.49405
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,3,8428,8428,16132,1004,1,9.03579,0,0.49183
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
146484,9.72947,9.72947,9.72947,2.97392e-12,4.82245e-19,1.06094e-18,1,0.2,2,10535,10535,20212,1164,1,9.72947,0,0.492842
38548.5,15.1789,19.9042,19.9042,1.08689e-11,1.83114e-18,4.02851e-18,1,0.0526316,7,40033,10008.2,19199.5,1080.5,4,9.32706,0.0972736,0.493503
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,3,8428,8428,16132,1004,1,9.03579,0,0.49183
17033.1,19.9243,29.0807,29.0807,2.19911e-11,4.1414e-18,9.11108e-18,1,0.0232558,6,90601,10066.8,19329.8,1046,9,9.08437,0.166317,0.494056
66583.8,12.647,14.7531,14.7531,6.33095e-12,1.05916e-18,2.33016e-18,1,0.0909091,4,23177,11588.5,22260,1186,2,8.97735,0,0.494263
48828.1,14.0145,16.7916,16.7916,8.09241e-12,1.44123e-18,3.17071e-18,1,0.0666667,9,31605,7901.25,15222.5,706,4,8.36123,0.35812,0.496045
122070,10.3402,10.7173,10.7173,3.5444e-12,5.7887e-19,1.27351e-18,1,0.166667,4,12642,6321,12119,713,2,7.71436,0.746391,0.492597
33291.9,15.9296,21.8999,21.8999,1.28503e-11,2.11648e-18,4.65626e-18,1,0.0454545,11,46354,9270.8,17820.8,908,5,8.94095,0.0856433,0.495002
104632,10.8852,11.7687,11.7687,4.18465e-12,6.7532e-19,1.4857e-18,1,0.142857,3,14749,7374.5,14129,840,2,8.45156,0.464551,0.492651
40690.1,14.9079,19.4602,19.4602,1.04131e-11,1.7348e-18,3.81657e-18,1,0.0555556,7,37926,9481.5,18199,1015,4,8.79952,0.109583,0.493468
34877.2,15.6833,19.3254,19.3254,1.05696e-11,2.01982e-18,4.44361e-18,1,0.047619,5,44247,8849.4,17011.2,859.2,5,8.73556,0.352307,0.495199
73242.2,12.2489,14.2887,14.2887,5.93868e-12,9.62264e-19,2.11698e-18,1,0.1,3,21070,10535,20258,1034,2,8.76153,0,0.494787
122070,10.3407,10.8058,10.8058,3.58847e-12,5.78965e-19,1.27372e-18,1,0.166667,3,12642,6321,12107,728,2,7.71507,0.69047,0.492481
45776.4,14.3273,17.5865,17.5865,8.76999e-12,1.53989e-18,3.38776e-18,1,0.0625,4,33712,8428,16201,837.5,4,8.49201,0.284731,0.494644
21541.8,18.4177,26.6026,26.6026,1.84992e-11,3.27121e-18,7.19666e-18,1,0.0294118,15,71638,8954.75,17216.2,877,8,8.3604,0.152123,0.494922
122070,10.3358,10.3358,10.3358,3.35611e-12,5.78135e-19,1.2719e-18,1,0.166667,2,12642,12642,24294,1316,1,10.3358,0,0.493635
48828.1,14.0208,17.8978,17.8978,8.90712e-12,1.44318e-18,3.17499e-18,1,0.0666667,6,31605,10535,20252,1034,3,9.12884,0,0.494926
244141,8.21442,8.21442,8.21442,2.11985e-12,2.90222e-19,6.38489e-19,1,0.333333,1,6321,6321,12062,828,1,8.21442,0,0.49038
28170.1,16.8363,23.0287,23.0287,1.42455e-11,2.49883e-18,5.49743e-18,1,0.0384615,5,54782,10956.4,21108.8,989.6,5,9.76551,0.0971042,0.495801
45776.4,14.3093,18.2661,18.2661,9.27741e-12,1.5341e-18,3.37502e-18,1,0.0625,8,33712,11237.3,21710,864,3,9.11497,0,0.4978
30517.6,16.3979,21.0686,21.0686,1.23026e-11,2.30869e-18,5.07912e-18,1,0.0416667,8,50568,10113.6,19442.4,986,5,9.46799,0.245275,0.495075
91552.7,11.3801,12.5718,12.5718,4.72409e-12,7.71671e-19,1.69768e-18,1,0.125,2,16856,8428,16154,949,2,8.96873,0.327346,0.492779
66583.8,12.6463,14.5085,14.5085,6.17394e-12,1.05897e-18,2.32974e-18,1,0.0909091,7,23177,7725.67,14844,782,3,8.07921,0.392732,0.494411
73242.2,12.2555,14.2964,14.2964,5.94506e-12,9.63814e-19,2.12039e-18,1,0.1,3,21070,10535,20217,1133,2,9.5447,0,0.493443
45776.4,14.3216,18.5006,18.5006,9.46069e-12,1.53806e-18,3.38374e-18,1,0.0625,6,33712,8428,16237,768,4,8.32236,0.138196,0.495619
146484,9.72948,9.72948,9.72948,2.97392e-12,4.82246e-19,1.06094e-18,1,0.2,2,10535,10535,20210,1166,1,9.72948,0,0.492842
91552.7,11.3699,12.4701,12.4701,4.66481e-12,7.69597e-19,1.69311e-18,1,0.125,3,16856,8428,16219,807,2,8.28213,0.372827,0.495008
8048.59,25.5775,38.1654,38.1654,3.74614e-11,8.76145e-18,1.92752e-17,1,0.010989,10,191737,10652.1,20471.8,1077.11,18,9.4225,0.270141,0.49432
36621.1,15.4275,20.6842,20.6842,1.16079e-11,1.92259e-18,4.2297e-18,1,0.05,7,42140,10535,20279,976.5,4,9.53472,0.038346,0.495636
17863.9,19.601,28.4632,28.4632,2.1121e-11,3.94305e-18,8.67471e-18,1,0.0243902,6,86387,12341,23759.1,1159.71,7,9.78093,0.102061,0.495247
36621.1,15.4362,20.4102,20.4102,1.13813e-11,1.92586e-18,4.23688e-18,1,0.05,4,42140,10535,20235,1081.5,4,9.4071,0.0750122,0.494218
20926.3,18.6,27.5752,27.5752,1.96193e-11,3.36927e-18,7.4124e-18,1,0.0285714,8,73745,10535,20246,1060.29,7,9.30943,0.0654126,0.494455
8824.36,24.7981,41.5246,41.5246,4.18617e-11,7.9846e-18,1.75661e-17,1,0.0120482,12,174881,10930.1,21021.4,1058.62,16,9.59849,0.107182,0.495021
24414.1,17.6627,25.4777,25.4777,1.69793e-11,2.88515e-18,6.34733e-18,1,0.0333333,2,63210,10535,20258.3,1012.33,6,9.09198,0.0598239,0.495283
61035.2,13.0176,15.9254,15.9254,7.20361e-12,1.15502e-18,2.54105e-18,1,0.0833333,4,25284,8428,16214,828,3,8.74865,0.148926,0.494543
48828.1,14.0176,17.5157,17.5157,8.62238e-12,1.44218e-18,3.1728e-18,1,0.0666667,8,31605,7901.25,15197,748.5,4,8.14828,0.232319,0.495516
91552.7,11.3812,12.8659,12.8659,4.89107e-12,7.7191e-19,1.6982e-18,1,0.125,3,16856,8428,16149,963,2,9.03329,0.185657,0.49252
27126.7,17.0474,23.8155,23.8155,1.50754e-11,2.59404e-18,5.70689e-18,1,0.037037,6,56889,11377.8,21915.2,1018.8,5,9.41298,0.0501316,0.496111
11813.3,22.492,36.5879,36.5879,3.29739e-11,5.95778e-18,1.31071e-17,1,0.016129,10,130634,10886.2,20965.2,984.833,12,9.44565,0.0802502,0.495953
15258.8,20.6699,32.0074,32.0074,2.5864e-11,4.62398e-18,1.01728e-17,1,0.0208333,8,101136,10113.6,19414.2,1064,10,9.20208,0.102267,0.493872
45776.4,14.3325,17.3857,17.3857,8.62182e-12,1.54158e-18,3.39147e-18,1,0.0625,5,33712,11237.3,21581.3,1179.33,3,9.87869,0.179836,0.493717
122070,10.3397,10.7304,10.7304,3.55083e-12,5.78796e-19,1.27335e-18,1,0.166667,4,12642,6321,12117,712,2,7.71395,0.737684,0.492712
40690.1,14.9023,16.8795,16.8795,8.4104e-12,1.73283e-18,3.81222e-18,1,0.0555556,6,37926,9481.5,18224.5,952.5,4,9.32165,0.539345,0.49442
244141,8.21442,8.21442,8.21442,2.11985e-12,2.90222e-19,6.38489e-19,1,0.333333,2,6321,6321,12062,828,1,8.21442,0,0.49038
31844.4,16.1719,21.4764,21.4764,1.2574e-11,2.21453e-18,4.87196e-18,1,0.0434783,7,48461,9692.2,18623.2,985.2,5,9.12361,0.165283,0.494288
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
18310.5,19.4471,28.7948,28.7948,2.14066e-11,3.8509e-18,8.47197e-18,1,0.025,4,84280,14046.7,27007,1406,6,10.6102,0.0104523,0.494375
40690.1,14.8971,19.0164,19.0164,1.00553e-11,1.73103e-18,3.80826e-18,1,0.0555556,4,37926,12642,24357.3,1168.67,3,10.1495,0,0.49526
26157.9,17.2557,24.6751,24.6751,1.59958e-11,2.69029e-18,5.91863e-18,1,0.0357143,5,58996,11799.2,22752.4,1035.2,5,9.64585,0,0.496023
9155.27,24.4977,38.2106,38.2106,3.67272e-11,7.69792e-18,1.69354e-17,1,0.0125,5,168560,11237.3,21601.1,1108.93,15,9.73374,0.181435,0.494819
13079,21.7455,32.2697,32.2697,2.68552e-11,5.38405e-18,1.18449e-17,1,0.0178571,15,117992,10726.5,20645.6,1001.82,11,9.59975,0.188114,0.495511
73242.2,12.2558,14.2967,14.2967,5.94534e-12,9.63884e-19,2.12054e-18,1,0.1,3,21070,10535,20222,1131,2,9.54493,0,0.493373
29296.9,16.6239,22.7659,22.7659,1.39137e-11,2.40544e-18,5.29197e-18,1,0.04,6,52675,10535,20254.8,1033.6,5,9.22483,0.0943555,0.49487
17033.1,19.9099,29.7116,29.7116,2.27024e-11,4.13242e-18,9.09132e-18,1,0.0232558,6,90601,10066.8,19383.1,918,9,9.06102,0.130567,0.495873
26157.9,17.2578,24.4281,24.4281,1.57571e-11,2.69125e-18,5.92075e-18,1,0.0357143,6,58996,9832.67,18928.7,905,6,8.93211,0.0967005,0.495756
10315.8,23.5325,38.2618,38.2618,3.60689e-11,6.82345e-18,1.50116e-17,1,0.0140845,6,149597,11507.5,22179.2,1029.46,13,9.70095,0.0992677,0.495826
56340.1,13.3685,16.4244,16.4244,7.64587e-12,1.25098e-18,2.75216e-18,1,0.0769231,6,27391,9130.33,17556,898,3,8.69565,0.133602,0.494762
146484,9.72947,9.72947,9.72947,2.97392e-12,4.82245e-19,1.06094e-18,1,0.2,2,10535,10535,20212,1164,1,9.72947,0,0.492842
14361.2,21.0738,32.549,32.549,2.67811e-11,4.90034e-18,1.07807e-17,1,0.0196078,8,107457,11939.7,23015.1,1056.67,9,9.92696,0.0774419,0.496003
66583.8,12.6488,14.7552,14.7552,6.33276e-12,1.05962e-18,2.33116e-18,1,0.0909091,2,23177,11588.5,22265,1199,2,9.79161,0,0.493884
183105,9.03598,9.03598,9.03598,2.56508e-12,3.863e-19,8.49859e-19,1,0.25,2,8428,8428,16134,1004,1,9.03598,0,0.491773
7961.11,25.6535,41.4986,41.4986,4.25377e-11,8.83977e-18,1.94475e-17,1,0.0108696,7,193844,10769.1,20749.1,961.889,18,9.3752,0.168922,0.496021
122070,10.3401,10.7173,10.7173,3.54437e-12,5.78861e-19,1.27349e-18,1,0.166667,3,12642,6321,12108,723,2,7.71438,0.746375,0.492635
29296.9,16.6182,22.8788,22.8788,1.4015e-11,2.40298e-18,5.28656e-18,1,0.04,2,52675,10535,20295.2,957.2,5,9.28721,0.0824813,0.495709
52315.8,13.7125,16.9202,16.9202,8.09688e-12,1.35006e-18,2.97012e-18,1,0.0714286,3,29498,9832.67,18848,1096,3,9.42521,0.118083,0.493014
31844.4,16.1666,21.9994,21.9994,1.30339e-11,2.21236e-18,4.8672e-18,1,0.0434783,6,48461,12115.2,23307.5,1162.5,4,10.1113,0,0.495106
122070,10.3401,10.7849,10.7849,3.57795e-12,5.78861e-19,1.27349e-18,1,0.166667,4,12642,6321,12108,723,2,7.7143,0.703266,0.492635
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,1,8428,8428,16132,1004,1,9.03579,0,0.49183
20926.3,18.6016,24.82,24.82,1.67543e-11,3.37015e-18,7.41434e-18,1,0.0285714,7,73745,9218.12,17713.5,938,8,8.94565,0.297638,0.49423
22194.6,18.2298,27.0274,27.0274,1.88472e-11,3.17208e-18,6.97858e-18,1,0.030303,12,69531,11588.5,22326.7,1053,6,9.43475,0.00805708,0.495666
22194.6,18.2417,26.8584,26.8584,1.86768e-11,3.17832e-18,6.99229e-18,1,0.030303,5,69531,11588.5,22264.3,1192.67,6,9.63986,0.0209233,0.494032
56340.1,13.3754,15.4627,15.4627,6.98604e-12,1.25292e-18,2.75642e-18,1,0.0769231,5,27391,9130.33,17517.3,984.667,3,9.19133,0.36249,0.493478
28170.1,16.8496,23.2081,23.2081,1.4418e-11,2.50476e-18,5.51048e-18,1,0.0384615,5,54782,10956.4,21039.6,1147.2,5,9.51797,0.0814444,0.493825
16646,20.0781,31.2546,31.2546,2.4597e-11,4.23807e-18,9.32376e-18,1,0.0227273,8,92708,11588.5,22258.8,1201,8,9.61612,0.0297795,0.493974
91552.7,11.3808,12.6807,12.6807,4.78576e-12,7.71827e-19,1.69802e-18,1,0.125,2,16856,8428,16153,956,2,8.96936,0.274103,0.492606
27126.7,17.065,24.3592,24.3592,1.56026e-11,2.60206e-18,5.72453e-18,1,0.037037,6,56889,9481.5,18197.3,1014.67,6,9.09611,0.0801424,0.49352
56340.1,13.373,15.6,15.6,7.07869e-12,1.25224e-18,2.75494e-18,1,0.0769231,3,27391,13695.5,26331,1399,2,10.6072,0,0.493887
81380.2,11.8365,13.6265,13.6265,5.43675e-12,8.68309e-19,1.91028e-18,1,0.111111,3,18963,9481.5,18176,1072,2,9.38186,0.0769793,0.492597
14648.4,20.9503,31.8293,31.8293,2.58218e-11,4.8147e-18,1.05923e-17,1,0.02,8,105350,11705.6,22487.3,1198.44,9,9.70562,0.102558,0.494202
15583.4,20.5203,30.6868,30.6868,2.41919e-11,4.52426e-18,9.95338e-18,1,0.0212766,7,99029,9902.9,19020,1005.8,10,8.99441,0.154268,0.494507
27126.7,17.0544,24.1129,24.1129,1.53618e-11,2.59721e-18,5.71386e-18,1,0.037037,8,56889,11377.8,21890.8,1091.2,5,9.68505,0.0241066,0.495074
45776.4,14.3318,17.9213,17.9213,9.02311e-12,1.54136e-18,3.391e-18,1,0.0625,7,33712,8428,16172.5,893,4,8.27849,0.230217,0.493862
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
66583.8,12.6526,14.7596,14.7596,6.33655e-12,1.06057e-18,2.33325e-18,1,0.0909091,4,23177,11588.5,22229,1270,2,10.0332,0,0.493149
29296.9,16.6074,21.5873,21.5873,1.2841e-11,2.3983e-18,5.27627e-18,1,0.04,6,52675,8779.17,16967.7,685.167,6,8.49245,0.276743,0.497323
36621.1,15.4335,19.6732,19.6732,1.07695e-11,1.92483e-18,4.23463e-18,1,0.05,3,42140,14046.7,27035.3,1363.33,3,10.6275,0.00481724,0.494624
52315.8,13.7119,16.7345,16.7345,7.96377e-12,1.34988e-18,2.96973e-18,1,0.0714286,4,29498,9832.67,18870,1070.67,3,8.97549,0.157637,0.493096
31844.4,16.1768,20.7347,20.7347,1.19301e-11,2.21654e-18,4.87638e-18,1,0.0434783,7,48461,8076.83,15500.7,864.667,6,8.47738,0.308646,0.493533
183105,9.03579,9.03579,9.03579,2.56497e-12,3.86276e-19,8.49806e-19,1,0.25,3,8428,8428,16132,1004,1,9.03579,0,0.49183
10931.7,23.0938,35.6926,35.6926,3.21933e-11,6.44893e-18,1.41876e-17,1,0.0149254,12,141169,10083.5,19370.7,1017.43,14,9.26017,0.180372,0.494577
146484,9.72948,9.72948,9.72948,2.97392e-12,4.82246e-19,1.06094e-18,1,0.2,3,10535,10535,20210,1166,1,9.72948,0,0.492842
40690.1,14.9061,18.9778,18.9778,1.00277e-11,1.73418e-18,3.8152e-18,1,0.0555556,3,37926,12642,24290.7,1313.33,3,10.2473,0.00897136,0.493751
40690.1,14.9025,19.0233,19.0233,1.00626e-11,1.73291e-18,3.81241e-18,1,0.0555556,4,37926,12642,24295.3,1276,3,10.123,0,0.494382
20926.3,18.596,28.6563,28.6563,2.07821e-11,3.36713e-18,7.40768e-18,1,0.0285714,7,73745,10535,20258.3,1024.86,7,9.09826,0,0.494993
31844.4,16.1613,19.8045,19.8045,1.1131e-11,2.21019e-18,4.86241e-18,1,0.0434783,7,48461,9692.2,18679.2,864.8,5,9.06604,0.366975,0.495917
366211,7.18277,7.18277,7.18277,1.62082e-12,1.94033e-19,4.26872e-19,1,0.5,1,4214,4214,8002,632,1,7.18277,0,0.48807
15922.2,20.3767,30.7531,30.7531,2.41852e-11,4.42994e-18,9.74586e-18,1,0.0217391,9,96922,10769.1,20687.6,1106.89,9,9.63487,0.112842,0.494122
52315.8,13.7103,16.6422,16.6422,7.89751e-12,1.34939e-18,2.96865e-18,1,0.0714286,7,29498,9832.67,18882.7,1046,3,8.93695,0.17734,0.493393
61035.2,13.0197,15.1879,15.1879,6.70957e-12,1.15558e-18,2.54229e-18,1,0.0833333,7,25284,12642,24289,1294,2,10.0187,0,0.494156
14648.4,20.9466,32.6466,32.6466,2.68204e-11,4.81218e-18,1.05868e-17,1,0.02,5,105350,11705.6,22510.7,1154.67,9,9.73424,0.0639216,0.494629
43083.6,14.6245,18.6684,18.6684,9.69059e-12,1.63772e-18,3.60298e-18,1,0.0588235,6,35819,11939.7,22899.3,1276.67,3,9.92185,0,0.493864
17033.1,19.9145,28.7201,28.7201,2.15782e-11,4.13531e-18,9.09767e-18,1,0.0232558,4,90601,10066.8,19388.2,938.222,9,9.18741,0.186128,0.495255
61035.2,13.027,15.5105,15.5105,6.92646e-12,1.15752e-18,2.54654e-18,1,0.0833333,4,25284,8428,16154,949.333,3,8.43175,0.24897,0.492769
52315.8,13.7067,16.966,16.966,8.12803e-12,1.34835e-18,2.96637e-18,1,0.0714286,5,29498,9832.67,18887.3,1014.67,3,8.85374,0.106967,0.494054
15583.4,20.5184,30.8687,30.8687,2.44061e-11,4.52306e-18,9.95073e-18,1,0.0212766,11,99029,12378.6,23804.5,1217.75,8,10.2063,0.0838506,0.494705
40690.1,14.9026,19.0234,19.0234,1.00627e-11,1.73295e-18,3.81249e-18,1,0.0555556,7,37926,12642,24302,1270.67,3,9.97243,0,0.494356
38548.5,15.1762,19.978,19.978,1.09285e-11,1.83014e-18,4.02631e-18,1,0.0526316,8,40033,10008.2,19206.5,1054.5,4,9.35278,0.0868134,0.493966
12207,22.2613,32.1494,32.1494,2.702e-11,5.77631e-18,1.27079e-17,1,0.0166667,11,126420,10535,20248.5,1060.67,12,9.53685,0.24751,0.494388
45776.4,14.3217,18.1552,18.1552,9.19704e-12,1.53809e-18,3.38379e-18,1,0.0625,4,33712,11237.3,21672,1003.33,3,9.76395,0.0237089,0.495575
14085,21.2227,31.5851,31.5851,2.56905e-11,5.00495e-18,1.10109e-17,1,0.0192308,6,109564,10956.4,21060.2,1092.2,10,9.69414,0.161652,0.494592
81380.2,11.8349,13.8057,13.8057,5.54394e-12,8.67936e-19,1.90946e-18,1,0.111111,3,18963,9481.5,18185,1049,2,9.27336,0,0.492955
38548.5,15.1768,19.5181,19.5181,1.05535e-11,1.83036e-18,4.0268e-18,1,0.0526316,9,40033,10008.2,19226.5,1040,4,9.32679,0.150541,0.493832
104632,10.8843,11.627,11.627,4.10916e-12,6.7515e-19,1.48533e-18,1,0.142857,3,14749,7374.5,14140,823,2,8.6193,0.543034,0.492849
38548.5,15.1773,19.902,19.902,1.08666e-11,1.83057e-18,4.02726e-18,1,0.0526316,8,40033,10008.2,19209,1060.5,4,9.0032,0.097287,0.493759
48828.1,14.0191,16.7087,16.7087,8.03385e-12,1.44266e-18,3.17385e-18,1,0.0666667,5,31605,7901.25,15208.5,747,4,8.06361,0.37451,0.495205
34877.2,15.6849,20.2607,20.2607,1.13467e-11,2.02041e-18,4.44491e-18,1,0.047619,5,44247,11061.8,21271.5,1078.5,4,9.78322,0.138325,0.494933
146484,9.72948,9.72948,9.72948,2.97392e-12,4.82246e-19,1.06094e-18,1,0.2,2,10535,10535,20210,1166,1,9.72948,0,0.492842
73242.2,12.258,14.1932,14.1932,5.88143e-12,9.64412e-19,2.12171e-18,1,0.1,4,21070,10535,20212,1161,2,9.72922,0.043231,0.492912
61035.2,13.02,15.1882,15.1882,6.70988e-12,1.15566e-18,2.54246e-18,1,0.0833333,3,25284,12642,24305,1282,2,10.2023,0,0.494079
122070,10.3358,10.3358,10.3358,3.35611e-12,5.78135e-19,1.2719e-18,1,0.166667,4,12642,12642,24294,1316,1,10.3358,0,0.493635
21541.8,18.42,24.2562,24.2562,1.61075e-11,3.27241e-18,7.19931e-18,1,0.0294118,5,71638,10234,19676,1015.43,7,9.31882,0.291258,0.494601
183105,9.03598,9.03598,9.03598,2.56508e-12,3.863e-19,8.49859e-19,1,0.25,2,8428,8428,16134,1004,1,9.03598,0,0.491773
15583.4,20.5179,32.4488,32.4488,2.63035e-11,4.52272e-18,9.94997e-18,1,0.0212766,6,99029,11003.2,21168.7,1070.89,9,9.45733,0.0424816,0.494759
19795.2,18.9388,28.2904,28.2904,2.05724e-11,3.55679e-18,7.82494e-18,1,0.027027,5,77959,11137,21456,1015.14,7,9.48939,0.0523355,0.495613
34877.2,15.6775,21.3337,21.3337,1.22571e-11,2.01756e-18,4.43863e-18,1,0.047619,6,44247,11061.8,21316,981,4,9.51401,0,0.496109
81380.2,11.8316,13.8019,13.8019,5.54092e-12,8.67227e-19,1.9079e-18,1,0.111111,3,18963,9481.5,18196,1011,2,9.27055,0,0.493648
40690.1,14.9105,19.1312,19.1312,1.0151e-11,1.73571e-18,3.81856e-18,1,0.0555556,4,37926,9481.5,18187.5,1043.5,4,8.96164,0.15701,0.493032
11444.1,22.7314,36.9769,36.9769,3.36789e-11,6.15001e-18,1.353e-17,1,0.015625,18,134848,11237.3,21660.3,999.083,12,9.6983,0.0802631,0.495923
48828.1,14.0242,17.5741,17.5741,8.66762e-12,1.44421e-18,3.17727e-18,1,0.0666667,6,31605,10535,20248.7,1064,3,9.34358,0.063591,0.494307
19274.3,19.1088,26.442,26.442,1.86727e-11,3.65342e-18,8.03752e-18,1,0.0263158,5,80066,10008.2,19264.2,933.25,8,9.19233,0.228681,0.495519
15258.8,20.6606,31.2097,31.2097,2.48976e-11,4.61775e-18,1.01591e-17,1,0.0208333,6,101136,11237.3,21611.8,1090.22,9,9.46239,0.111445,0.494993
19274.3,19.1118,28.4593,28.4593,2.08515e-11,3.65515e-18,8.04134e-18,1,0.0263158,3,80066,13344.3,25693.7,1259.33,6,10.4344,0,0.495096
122070,10.3397,10.7371,10.7371,3.55415e-12,5.78787e-19,1.27333e-18,1,0.166667,5,12642,6321,12106,722,2,7.71389,0.733353,0.49275
61035.2,13.0227,15.1914,15.1914,6.7127e-12,1.15639e-18,2.54407e-18,1,0.0833333,3,25284,12642,24280,1334,2,10.2041,0,0.493558
38548.5,15.1765,19.0552,19.0552,1.01802e-11,1.83027e-18,4.02659e-18,1,0.0526316,5,40033,13344.3,25644,1376,3,10.4787,0.056821,0.493869
14947.4,20.8097,30.9299,30.9299,2.46519e-11,4.71841e-18,1.03805e-17,1,0.0204082,10,103243,10324.3,19836.2,1054.8,10,9.37121,0.163674,0.494198
183105,9.03598,9.03598,9.03598,2.56508e-12,3.863e-19,8.49859e-19,1,0.25,2,8428,8428,16134,1004,1,9.03598,0,0.491773
