Step,Time (s),C8H20O4SI (mol/cm3),Err,C6H16O4SI (mol/cm3),Err,C4H12O4SI (mol/cm3),Err,C2H8O4SI (mol/cm3),Err,H4O4SI (mol/cm3),Err,C6H16O4SI2 (mol/cm3),Err,C4H12O4SI2 (mol/cm3),Err,C2H8O4SI2 (mol/cm3),Err,H2 (mol/cm3),Err,H2O (mol/cm3),Err,H (mol/cm3),Err,CH4 (mol/cm3),Err,CH3 (mol/cm3),Err,CH2 (mol/cm3),Err,CH (mol/cm3),Err,CO (mol/cm3),Err,C2H (mol/cm3),Err,C2H2 (mol/cm3),Err,C2H3 (mol/cm3),Err,C2H4 (mol/cm3),Err,C2H5OH (mol/cm3),Err,C2H5 (mol/cm3),Err,H2CCCH (mol/cm3),Err,C3H2 (mol/cm3),Err,CH2(S) (mol/cm3),Err,C3H6 (mol/cm3),Err,AC3H5 (mol/cm3),Err,PC3H5 (mol/cm3),Err,N2 (mol/cm3),Err,T (K),Err,Density (mol/cm3),Err,Pressure (Pa),Err
123,0.334,1.75011e-55,0,3.54234e-44,0,8.63754e-33,0,9.64895e-27,0,1.10546e-22,0,2.7689e-50,0,3.40441e-37,0,4.88814e-30,0,3.7931e-12,0,5.61402e-10,0,5.92527e-16,0,1.47841e-20,0,4.34772e-21,0,2.27132e-23,0,3.26223e-23,0,0,0,2.64342e-20,0,3.79339e-12,0,7.81537e-18,0,1.035e-09,0,1.0828e-18,0,3.32025e-18,0,7.79249e-23,0,1.92812e-21,0,1.99603e-25,0,3.25275e-22,0,4.45283e-21,0,8.83664e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
124,0.342,4.19502e-56,0,8.59682e-45,0,2.67024e-33,0,3.94097e-27,0,1.10551e-22,0,6.3677e-51,0,8.4762e-38,0,1.68748e-30,0,3.88726e-12,0,5.61654e-10,0,6.07066e-16,0,1.58433e-20,0,4.56253e-21,0,2.32666e-23,0,3.26101e-23,0,0,0,2.73431e-20,0,3.88756e-12,0,8.00599e-18,0,1.0349e-09,0,1.08358e-18,0,3.40141e-18,0,8.54285e-23,0,2.0224e-21,0,2.04467e-25,0,3.48041e-22,0,4.67751e-21,0,9.76895e-27,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
125,0.35,1.08032e-56,0,2.23865e-45,0,8.27997e-34,0,1.61251e-27,0,1.10554e-22,0,1.52159e-51,0,2.11933e-38,0,5.84014e-31,0,3.98146e-12,0,5.61901e-10,0,6.21603e-16,0,1.69517e-20,0,4.78245e-21,0,2.38198e-23,0,3.25979e-23,0,0,0,2.82435e-20,0,3.98177e-12,0,8.19657e-18,0,1.03481e-09,0,1.0843e-18,0,3.48255e-18,0,9.34512e-23,0,2.11867e-21,0,2.09327e-25,0,3.71769e-22,0,4.90787e-21,0,1.07741e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
126,0.3725,3.06201e-58,0,6.46794e-47,0,3.03963e-35,0,1.29734e-28,0,1.10555e-22,0,2.89775e-53,0,4.22729e-40,0,2.92611e-32,0,4.24664e-12,0,5.62814e-10,0,6.6248e-16,0,2.03405e-20,0,5.42825e-21,0,2.53737e-23,0,3.25637e-23,0,0,0,3.07328e-20,0,4.24696e-12,0,8.73233e-18,0,1.03454e-09,0,1.08616e-18,0,3.71061e-18,0,1.1898e-22,0,2.39978e-21,0,2.22983e-25,0,4.4377e-22,0,5.58622e-21,0,1.40223e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
127,0.395,1.0575e-59,0,2.24729e-48,0,1.1242e-36,0,1.0487e-29,0,1.10555e-22,0,5.78721e-55,0,8.51428e-42,0,1.47652e-33,0,4.51214e-12,0,5.63675e-10,0,7.03344e-16,0,2.415e-20,0,6.11438e-21,0,2.69251e-23,0,3.25296e-23,0,0,0,3.31638e-20,0,4.51249e-12,0,9.26774e-18,0,1.03428e-09,0,1.08786e-18,0,3.93848e-18,0,1.49298e-22,0,2.69584e-21,0,2.36617e-25,0,5.238e-22,0,6.30982e-21,0,1.79639e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
128,0.4175,3.92885e-61,0,8.36302e-50,0,4.24551e-38,0,8.58204e-31,0,1.10555e-22,0,1.19793e-56,0,1.76532e-43,0,7.69343e-35,0,4.77799e-12,0,5.6449e-10,0,7.44195e-16,0,2.84051e-20,0,6.84081e-21,0,2.8474e-23,0,3.24954e-23,0,0,0,3.55448e-20,0,4.77835e-12,0,9.80279e-18,0,1.03401e-09,0,1.08942e-18,0,4.16616e-18,0,1.84946e-22,0,3.00636e-21,0,2.50228e-25,0,6.1217e-22,0,7.07903e-21,0,2.26942e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
129,0.44,1.5043e-62,0,3.20395e-51,0,1.63233e-39,0,7.09793e-32,0,1.10555e-22,0,2.54537e-58,0,3.75255e-45,0,5.20095e-36,0,5.04416e-12,0,5.65264e-10,0,7.85032e-16,0,3.31299e-20,0,7.60745e-21,0,3.00203e-23,0,3.24613e-23,0,0,0,3.78844e-20,0,5.04455e-12,0,1.03375e-17,0,1.03374e-09,0,1.09087e-18,0,4.39365e-18,0,2.26477e-22,0,3.3308e-21,0,2.63817e-25,0,7.0917e-22,0,7.89414e-21,0,2.83141e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
130,0.4625,5.89204e-64,0,1.25534e-52,0,6.40224e-41,0,5.93991e-33,0,1.10555e-22,0,5.56238e-60,0,8.20343e-47,0,1.46959e-36,0,5.31067e-12,0,5.66002e-10,0,8.25856e-16,0,3.83488e-20,0,8.41422e-21,0,3.15641e-23,0,3.24272e-23,0,0,0,4.01901e-20,0,5.31108e-12,0,1.08718e-17,0,1.03348e-09,0,1.09222e-18,0,4.62094e-18,0,2.74468e-22,0,3.6686e-21,0,2.77384e-25,0,8.15083e-22,0,8.75547e-21,0,3.49313e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
131,0.485,2.30223e-65,0,4.90642e-54,0,2.50339e-42,0,4.96253e-34,0,1.10555e-22,0,1.21673e-61,0,1.81324e-48,0,1.27178e-36,0,5.57752e-12,0,5.66708e-10,0,8.66666e-16,0,4.40848e-20,0,9.26096e-21,0,3.31053e-23,0,3.23931e-23,0,0,0,4.24683e-20,0,5.57795e-12,0,1.14058e-17,0,1.03321e-09,0,1.09348e-18,0,4.84803e-18,0,3.29493e-22,0,4.01917e-21,0,2.90928e-25,0,9.30162e-22,0,9.66322e-21,0,4.26572e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
132,0.5075,9.30577e-67,0,1.98373e-55,0,1.01246e-43,0,4.23334e-35,0,1.10555e-22,0,3.40691e-63,0,6.94311e-50,0,1.26104e-36,0,5.84469e-12,0,5.67385e-10,0,9.07461e-16,0,5.03644e-20,0,1.01478e-20,0,3.4644e-23,0,3.2359e-23,0,0,0,4.4724e-20,0,5.84515e-12,0,1.19394e-17,0,1.03294e-09,0,1.09466e-18,0,5.07492e-18,0,3.92192e-22,0,4.38198e-21,0,3.0445e-25,0,1.05471e-21,0,1.06179e-20,0,5.16167e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
133,0.53,3.71559e-68,0,7.92266e-57,0,4.04466e-45,0,3.58215e-36,0,1.75548e-35,0,3.53606e-64,0,9.78029e-51,0,1.64465e-37,0,6.1122e-12,0,5.68038e-10,0,9.48243e-16,0,5.72084e-20,0,1.10743e-20,0,3.61801e-23,0,3.2325e-23,0,0,0,4.69613e-20,0,6.11268e-12,0,1.24726e-17,0,1.03268e-09,0,1.09578e-18,0,5.30162e-18,0,4.6314e-22,0,4.75635e-21,0,3.17949e-25,0,1.18894e-21,0,1.16196e-20,0,6.19287e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
134,0.5525,1.48868e-69,0,3.17509e-58,0,1.62137e-46,0,3.03733e-37,0,2.09888e-35,0,2.86949e-65,0,6.9147e-52,0,8.86333e-39,0,6.38005e-12,0,5.68662e-10,0,9.89009e-16,0,6.4642e-20,0,1.20406e-20,0,3.77136e-23,0,3.22909e-23,0,0,0,4.91833e-20,0,6.38054e-12,0,1.30054e-17,0,1.03241e-09,0,1.09683e-18,0,5.52811e-18,0,5.42986e-22,0,5.14169e-21,0,3.31425e-25,0,1.33312e-21,0,1.26686e-20,0,7.37283e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
135,0.575,6.00224e-71,0,1.28051e-59,0,6.54063e-48,0,2.58532e-38,0,2.12751e-35,0,1.79861e-66,0,4.11671e-53,0,4.80191e-40,0,6.64822e-12,0,5.69263e-10,0,1.02976e-15,0,7.26893e-20,0,1.30467e-20,0,3.92445e-23,0,3.22569e-23,0,0,0,5.13923e-20,0,6.64873e-12,0,1.35379e-17,0,1.03214e-09,0,1.09783e-18,0,5.7544e-18,0,6.32377e-22,0,5.5374e-21,0,3.44879e-25,0,1.48749e-21,0,1.37653e-20,0,8.71543e-26,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
136,0.5975,2.43493e-72,0,5.19599e-61,0,2.65472e-49,0,2.20884e-39,0,2.12992e-35,0,1.03586e-67,0,2.32579e-54,0,2.61492e-41,0,6.91672e-12,0,5.69844e-10,0,1.0705e-15,0,8.13745e-20,0,1.40923e-20,0,4.07729e-23,0,3.22229e-23,0,0,0,5.35902e-20,0,6.91725e-12,0,1.407e-17,0,1.03187e-09,0,1.09877e-18,0,5.98049e-18,0,7.31965e-22,0,5.94284e-21,0,3.5831e-25,0,1.65232e-21,0,1.49101e-20,0,1.02352e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
137,0.62,9.90796e-74,0,2.11485e-62,0,1.08079e-50,0,1.89069e-40,0,2.13012e-35,0,5.78323e-69,0,1.28882e-55,0,1.4276e-42,0,7.18556e-12,0,5.70408e-10,0,1.11122e-15,0,9.0721e-20,0,1.51775e-20,0,4.22987e-23,0,3.21888e-23,0,0,0,5.57786e-20,0,7.18611e-12,0,1.46017e-17,0,1.0316e-09,0,1.09967e-18,0,6.20637e-18,0,8.42407e-22,0,6.35735e-21,0,3.71719e-25,0,1.82782e-21,0,1.61032e-20,0,1.1947e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
138,0.6425,4.05375e-75,0,8.65496e-64,0,4.42429e-52,0,1.62383e-41,0,2.13014e-35,0,3.20038e-70,0,7.11149e-57,0,7.82982e-44,0,7.45472e-12,0,5.70952e-10,0,1.15193e-15,0,1.00753e-19,0,1.63021e-20,0,4.38219e-23,0,3.21548e-23,0,0,0,5.79585e-20,0,7.4553e-12,0,1.5133e-17,0,1.03133e-09,0,1.10052e-18,0,6.43204e-18,0,9.64373e-22,0,6.78031e-21,0,3.85104e-25,0,2.01425e-21,0,1.73449e-20,0,1.38668e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
139,0.665,1.66298e-76,0,3.55149e-65,0,1.81595e-53,0,1.39707e-42,0,2.13014e-35,0,1.76538e-71,0,3.9187e-58,0,4.30441e-45,0,7.72422e-12,0,5.71478e-10,0,1.19262e-15,0,1.11494e-19,0,1.7466e-20,0,4.53425e-23,0,3.21208e-23,0,0,0,6.01309e-20,0,7.72481e-12,0,1.56639e-17,0,1.03106e-09,0,1.10133e-18,0,6.65751e-18,0,1.09853e-21,0,7.21106e-21,0,3.98467e-25,0,2.21183e-21,0,1.86355e-20,0,1.60106e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
140,0.6875,7.08579e-78,0,1.51364e-66,0,7.74171e-55,0,1.22901e-43,0,2.13014e-35,0,1.00247e-72,0,2.22485e-59,0,2.4435e-46,0,7.99404e-12,0,5.71987e-10,0,1.23329e-15,0,1.2297e-19,0,1.86692e-20,0,4.68605e-23,0,3.20868e-23,0,0,0,6.22967e-20,0,7.99466e-12,0,1.61944e-17,0,1.03079e-09,0,1.10211e-18,0,6.88277e-18,0,1.24559e-21,0,7.64896e-21,0,4.11807e-25,0,2.42083e-21,0,1.99755e-20,0,1.83961e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
141,0.71,3.06751e-79,0,6.55446e-68,0,3.35334e-56,0,1.0916e-44,0,2.13014e-35,0,5.77389e-74,0,1.28409e-60,0,1.4271e-47,0,8.2642e-12,0,5.72482e-10,0,1.27395e-15,0,1.35204e-19,0,1.99116e-20,0,4.83759e-23,0,3.20528e-23,0,0,0,6.44565e-20,0,8.26483e-12,0,1.67246e-17,0,1.03052e-09,0,1.10284e-18,0,7.10782e-18,0,1.40621e-21,0,8.09335e-21,0,4.25124e-25,0,2.64145e-21,0,2.13651e-20,0,2.10405e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
142,0.7325,1.35587e-80,0,2.89791e-69,0,1.48309e-57,0,9.8187e-46,0,2.13014e-35,0,3.49249e-75,0,8.02766e-62,0,1.06253e-48,0,8.53468e-12,0,5.72965e-10,0,1.3146e-15,0,1.4822e-19,0,2.11931e-20,0,4.98886e-23,0,3.20188e-23,0,0,0,6.66108e-20,0,8.53533e-12,0,1.72543e-17,0,1.03025e-09,0,1.10355e-18,0,7.33266e-18,0,1.58106e-21,0,8.54358e-21,0,4.38418e-25,0,2.87393e-21,0,2.28047e-20,0,2.39619e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
143,0.755,6.30986e-82,0,1.34898e-70,0,6.9064e-59,0,9.11123e-47,0,2.13014e-35,0,3.29713e-76,0,1.00777e-62,0,2.92229e-49,0,8.80549e-12,0,5.73438e-10,0,1.35523e-15,0,1.62045e-19,0,2.25136e-20,0,5.13988e-23,0,3.19848e-23,0,0,0,6.87601e-20,0,8.80617e-12,0,1.77837e-17,0,1.02998e-09,0,1.10423e-18,0,7.55729e-18,0,1.77089e-21,0,8.999e-21,0,4.51689e-25,0,3.11854e-21,0,2.42946e-20,0,2.71799e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
144,0.7775,2.93417e-83,0,6.27471e-72,0,3.21412e-60,0,8.44941e-48,0,2.13014e-35,0,1.36645e-76,0,5.79093e-63,0,2.45151e-49,0,9.07663e-12,0,5.73902e-10,0,1.39584e-15,0,1.76696e-19,0,2.38729e-20,0,5.29063e-23,0,3.19508e-23,0,0,0,7.09049e-20,0,9.07733e-12,0,1.83126e-17,0,1.02971e-09,0,1.10488e-18,0,7.78171e-18,0,1.97625e-21,0,9.45895e-21,0,4.64937e-25,0,3.37542e-21,0,2.58349e-20,0,3.07121e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
145,0.8,1.33962e-84,0,2.86565e-73,0,1.46901e-61,0,7.74064e-49,0,2.13014e-35,0,1.24772e-76,0,5.52657e-63,0,2.42218e-49,0,9.3481e-12,0,5.74356e-10,0,1.43643e-15,0,1.92196e-19,0,2.52708e-20,0,5.44112e-23,0,3.19168e-23,0,0,0,7.30455e-20,0,9.34881e-12,0,1.88411e-17,0,1.02944e-09,0,1.10551e-18,0,8.00591e-18,0,2.19777e-21,0,9.92277e-21,0,4.78162e-25,0,3.64476e-21,0,2.74258e-20,0,3.45771e-25,0,1.03876e-05,0,1173,0,1.03892e-05,0,101325,0
